epoch,batch,loss,landmark,angular_deg,gaze_consist,shape,ray_target,pose,translation,iris_seg,eyeball_seg,lr
11,104,2.531580,0.000115,31.2894,0.179277,0.090621,0.264160,0.019576,0.002633,0.002980,0.008193,0.00025607
11,105,2.714837,0.000109,27.0212,0.178741,0.090787,0.248346,0.034902,0.001954,0.002930,0.007439,0.00025607
11,106,2.173232,0.000147,59.0692,0.180706,0.090703,0.458390,0.038118,0.001457,0.003500,0.008908,0.00025607
11,107,3.242188,0.000152,29.3917,0.180482,0.091085,0.258808,0.092467,0.006435,0.002999,0.009141,0.00025607
11,108,2.405263,0.000150,32.0458,0.180010,0.091210,0.262991,0.034423,0.005789,0.003248,0.008701,0.00025607
11,109,3.474610,0.000121,96.0836,0.180875,0.091498,0.791453,0.080937,0.003513,0.003446,0.007760,0.00025607
11,110,3.055807,0.000174,30.3872,0.180362,0.091895,0.271431,0.037072,0.001623,0.004569,0.010173,0.00025607
11,111,2.989510,0.000148,29.7062,0.180037,0.092377,0.251635,0.047916,0.003038,0.003607,0.008812,0.00025607
11,112,2.457536,0.000129,26.5785,0.179648,0.092514,0.242672,0.030161,0.002442,0.003572,0.008590,0.00025607
11,113,2.718424,0.000147,64.5303,0.181086,0.092351,0.531067,0.045788,0.002245,0.003913,0.009740,0.00025607
11,114,3.016604,0.000182,29.7487,0.180789,0.092442,0.256343,0.080017,0.001967,0.004408,0.012177,0.00025607
11,115,2.182925,0.000133,32.6191,0.180626,0.092450,0.301656,0.036602,0.001965,0.003735,0.009077,0.00025607
11,116,2.615921,0.000124,71.5070,0.180940,0.092355,0.536129,0.025499,0.001328,0.003833,0.008865,0.00025607
11,117,3.488010,0.000169,27.3120,0.180522,0.092512,0.244132,0.073913,0.005371,0.004333,0.013791,0.00025607
11,118,3.111970,0.000152,27.8869,0.180061,0.092686,0.247103,0.069784,0.008220,0.003626,0.012835,0.00025607
11,119,3.597796,0.000140,86.0952,0.181867,0.093006,0.666360,0.052208,0.003911,0.003674,0.011024,0.00025607
11,120,3.484822,0.000143,44.1116,0.182349,0.093161,0.368019,0.058126,0.014054,0.003713,0.011383,0.00025607
11,121,3.002820,0.000125,30.0395,0.182198,0.093165,0.267833,0.042823,0.006363,0.003527,0.011380,0.00025607
11,122,2.571508,0.000154,27.8377,0.181676,0.093646,0.230947,0.050083,0.006294,0.003447,0.012228,0.00025607
11,123,4.559003,0.000140,86.1669,0.181998,0.093818,0.698321,0.060498,0.004650,0.003750,0.016237,0.00025607
11,124,2.849037,0.000161,65.0255,0.183141,0.093914,0.480234,0.042771,0.005344,0.003610,0.013828,0.00025607
11,125,2.912271,0.000140,30.7708,0.182932,0.093831,0.271788,0.036771,0.003977,0.004056,0.009885,0.00025607
11,126,2.253369,0.000123,29.6795,0.182259,0.093687,0.258446,0.028053,0.003081,0.003351,0.007625,0.00025607
11,127,3.452936,0.000125,104.6378,0.183715,0.093707,0.753923,0.030356,0.002537,0.003371,0.008011,0.00025607
11,128,3.466499,0.000208,69.3808,0.185051,0.093983,0.526092,0.086529,0.005994,0.004744,0.013226,0.00025607
11,129,2.789597,0.000160,35.0540,0.184645,0.093943,0.320438,0.084710,0.008572,0.004269,0.010824,0.00025607
11,130,2.889636,0.000140,48.2327,0.184705,0.093690,0.370228,0.032561,0.006066,0.003781,0.010696,0.00025607
11,131,2.634373,0.000130,33.2002,0.184052,0.093781,0.303765,0.027864,0.003610,0.003604,0.009711,0.00025607
11,132,3.437891,0.000176,25.6720,0.183548,0.093731,0.216632,0.055520,0.006976,0.004257,0.013003,0.00025607
11,133,2.675499,0.000141,25.2171,0.182941,0.093763,0.234571,0.033306,0.006066,0.004071,0.010351,0.00025607
11,134,2.544836,0.000117,38.0745,0.182898,0.093898,0.309355,0.032620,0.002976,0.003390,0.010809,0.00025607
11,135,3.089810,0.000183,36.9389,0.182829,0.094101,0.310508,0.031522,0.006369,0.003963,0.012884,0.00025607
11,136,2.332877,0.000159,40.4205,0.182932,0.094201,0.328151,0.028506,0.002467,0.003960,0.009850,0.00025607
11,137,3.490827,0.000147,45.6678,0.182727,0.093923,0.390357,0.034547,0.006145,0.003666,0.009409,0.00025607
11,138,2.607750,0.000127,31.8588,0.182588,0.094027,0.273271,0.013276,0.002689,0.003311,0.009059,0.00025607
11,139,2.643909,0.000153,57.3990,0.182732,0.094244,0.500283,0.023326,0.001955,0.003584,0.011896,0.00025607
11,140,2.036968,0.000131,25.9331,0.182237,0.094567,0.217575,0.021957,0.003809,0.003432,0.009757,0.00025607
11,141,2.971916,0.000183,61.3913,0.182778,0.094977,0.519190,0.048016,0.002248,0.003798,0.011699,0.00025607
11,142,2.436950,0.000169,27.0791,0.182410,0.095045,0.225257,0.075298,0.003185,0.003676,0.014978,0.00025607
11,143,3.322466,0.000145,70.5160,0.184280,0.094873,0.522296,0.041434,0.003050,0.003778,0.012999,0.00025607
11,144,3.300049,0.000158,30.1021,0.183970,0.094872,0.263647,0.049827,0.008020,0.003762,0.011934,0.00025607
11,145,2.497016,0.000139,26.6905,0.183860,0.094813,0.230424,0.030094,0.001847,0.003662,0.012002,0.00025607
11,146,3.932062,0.000136,27.2148,0.183518,0.095012,0.233433,0.036673,0.014596,0.003466,0.012057,0.00025607
11,147,2.782590,0.000126,41.1825,0.183100,0.094809,0.329501,0.024686,0.002262,0.003315,0.010051,0.00025607
11,148,3.306718,0.000123,28.0853,0.182781,0.094806,0.257161,0.028498,0.002401,0.003311,0.010194,0.00025607
11,149,2.162573,0.000146,29.6369,0.182281,0.094909,0.241781,0.027965,0.004100,0.003964,0.013136,0.00025607
11,150,3.266640,0.000138,69.5944,0.182287,0.094969,0.614346,0.029871,0.003297,0.003506,0.008568,0.00025607
11,151,2.678132,0.000127,24.0151,0.181844,0.094770,0.216676,0.029065,0.003311,0.003413,0.008769,0.00025607
11,152,3.273762,0.000136,44.2150,0.181624,0.094790,0.352034,0.028089,0.003110,0.003283,0.008694,0.00025607
11,153,2.302394,0.000136,27.1339,0.181246,0.094709,0.235086,0.032697,0.002773,0.003696,0.009244,0.00025607
11,154,3.303328,0.000150,94.8500,0.181778,0.095114,0.705836,0.023402,0.001776,0.003747,0.008685,0.00025607
11,155,3.180180,0.000170,44.2826,0.181489,0.094850,0.361535,0.041340,0.003166,0.003833,0.010429,0.00025607
11,156,3.419449,0.000132,31.6444,0.181366,0.094867,0.290894,0.061075,0.004038,0.003533,0.009330,0.00025607
11,157,3.055008,0.000154,37.3053,0.181351,0.094894,0.308214,0.052279,0.003024,0.003754,0.010258,0.00025607
11,158,2.937410,0.000137,36.2387,0.181332,0.094755,0.331922,0.047491,0.004035,0.003948,0.009989,0.00025607
11,159,3.767539,0.000157,38.3052,0.181085,0.094491,0.303734,0.075575,0.007401,0.003758,0.010417,0.00025607
11,160,2.788742,0.000166,30.8005,0.180832,0.094358,0.257129,0.053948,0.008817,0.003856,0.010541,0.00025607
11,161,3.008060,0.000151,61.1126,0.180843,0.094423,0.524811,0.046951,0.003385,0.003788,0.012570,0.00025607
11,162,2.140615,0.000129,27.4897,0.180591,0.094475,0.222533,0.040149,0.002270,0.003275,0.010129,0.00025607
11,163,4.422198,0.000172,35.4755,0.180340,0.094427,0.301483,0.057392,0.005909,0.003800,0.011661,0.00025607
11,164,2.323896,0.000127,29.3024,0.180081,0.094106,0.250046,0.022700,0.003126,0.003098,0.011099,0.00025607
11,165,4.158905,0.000144,106.2307,0.180640,0.094206,0.803129,0.028305,0.004527,0.003562,0.009625,0.00025607
11,166,3.831666,0.000150,96.2775,0.181368,0.094294,0.696799,0.027381,0.003305,0.003394,0.009586,0.00025607
11,167,2.904344,0.000139,27.9719,0.181088,0.094308,0.245103,0.037641,0.003014,0.003244,0.009495,0.00025607
11,168,3.349792,0.000228,29.8188,0.180885,0.094355,0.246942,0.154503,0.004009,0.005103,0.019695,0.00025607
11,169,2.718700,0.000168,34.5240,0.180649,0.094451,0.309885,0.055216,0.003631,0.003670,0.010827,0.00025607
11,170,3.344996,0.000163,77.1854,0.181057,0.094117,0.618039,0.061282,0.004552,0.003838,0.011440,0.00025607
11,171,2.751480,0.000160,41.0564,0.180782,0.094202,0.324170,0.038872,0.004663,0.003723,0.010216,0.00025607
11,172,2.986838,0.000133,54.0967,0.180767,0.094217,0.441055,0.038787,0.003306,0.003158,0.008590,0.00025607
11,173,2.117605,0.000177,35.0444,0.180813,0.094140,0.314976,0.045319,0.002871,0.004100,0.010169,0.00025607
11,174,4.495949,0.000233,56.9969,0.180842,0.094398,0.413657,0.079275,0.003095,0.004314,0.011942,0.00025607
11,175,3.726874,0.000158,44.1565,0.180779,0.094279,0.349193,0.102574,0.004764,0.003655,0.012690,0.00025607
11,176,3.134211,0.000133,59.0413,0.180758,0.094242,0.515026,0.036532,0.006459,0.003438,0.009629,0.00025607
11,177,3.047212,0.000157,37.1749,0.180537,0.094185,0.330646,0.050364,0.008095,0.003648,0.011004,0.00025607
11,178,2.953368,0.000146,48.7404,0.180368,0.094373,0.387189,0.049526,0.004750,0.003498,0.010798,0.00025607
11,179,2.354237,0.000111,43.9668,0.180121,0.094374,0.365159,0.026989,0.002897,0.003131,0.010083,0.00025607
11,180,3.687659,0.000108,67.6787,0.180165,0.094165,0.510826,0.064698,0.004494,0.003132,0.009052,0.00025607
11,181,3.125722,0.000147,31.9818,0.179938,0.094089,0.289345,0.072606,0.004058,0.003875,0.010677,0.00025607
11,182,3.139935,0.000123,53.3911,0.179941,0.094012,0.410390,0.054099,0.003147,0.003199,0.008829,0.00025607
11,183,4.099370,0.000137,37.9515,0.179642,0.094079,0.294996,0.053611,0.002913,0.003717,0.009862,0.00025607
11,184,3.093184,0.000147,39.9620,0.179548,0.094188,0.340185,0.032906,0.003139,0.003472,0.010044,0.00025607
11,185,3.431576,0.000133,30.3867,0.179256,0.094133,0.280458,0.033827,0.002789,0.003209,0.010394,0.00025607
11,186,2.629558,0.000130,59.5271,0.179347,0.094043,0.456083,0.050970,0.001617,0.003389,0.008982,0.00025607
11,187,2.540497,0.000149,25.2010,0.179020,0.094092,0.227345,0.038536,0.003574,0.003550,0.011843,0.00025607
11,188,3.078288,0.000145,97.7307,0.180180,0.094145,0.675930,0.028271,0.002716,0.003584,0.009822,0.00025607
11,189,2.223274,0.000140,23.1361,0.179809,0.094214,0.209461,0.027559,0.003417,0.003581,0.010277,0.00025607
11,190,3.127246,0.000180,34.3274,0.179684,0.094065,0.272088,0.038308,0.002975,0.004118,0.012547,0.00025607
11,191,2.868162,0.000114,48.7174,0.179482,0.093988,0.446669,0.023068,0.002972,0.003132,0.008050,0.00025607
11,192,2.613050,0.000130,42.2407,0.179293,0.093956,0.332205,0.040685,0.004945,0.003516,0.009848,0.00025607
11,193,3.124929,0.000132,69.9679,0.179689,0.093864,0.586844,0.040744,0.001542,0.003086,0.010930,0.00025607
11,194,2.915242,0.000134,25.0055,0.179325,0.094132,0.213889,0.034372,0.002679,0.003692,0.010044,0.00025607
11,195,3.000377,0.000139,37.4763,0.179123,0.094267,0.320836,0.030458,0.003143,0.003554,0.009572,0.00025607
11,196,2.189788,0.000111,28.9062,0.178774,0.094281,0.240665,0.025677,0.001576,0.003166,0.009386,0.00025607
11,197,3.058059,0.000107,101.4614,0.179982,0.094085,0.702779,0.025141,0.002210,0.003364,0.009594,0.00025607
11,198,1.679882,0.000124,21.6830,0.179600,0.093972,0.189571,0.016337,0.001245,0.003378,0.009535,0.00025607
11,199,3.308431,0.000111,102.0426,0.179983,0.093829,0.722318,0.019864,0.001332,0.003001,0.008847,0.00025607
11,200,3.576973,0.000140,29.7733,0.180046,0.093891,0.281396,0.070977,0.002020,0.003710,0.010602,0.00025607
11,201,3.061644,0.000161,28.7199,0.179973,0.093909,0.254318,0.029536,0.001953,0.003743,0.010166,0.00025607
11,202,3.209000,0.000159,27.6429,0.179688,0.093904,0.240253,0.041321,0.002159,0.004336,0.010461,0.00025607
11,203,3.442271,0.000138,42.9252,0.180088,0.093775,0.376900,0.045809,0.002443,0.003741,0.010644,0.00025607
11,204,2.775245,0.000138,34.5290,0.179863,0.093824,0.277101,0.027773,0.002733,0.003997,0.009901,0.00025607
11,205,2.604952,0.000176,28.7933,0.179624,0.093927,0.252603,0.035799,0.002855,0.004481,0.011677,0.00025607
11,206,3.448973,0.000165,42.3786,0.179439,0.093872,0.333373,0.060045,0.002589,0.004438,0.013001,0.00025607
11,207,2.790692,0.000170,33.5222,0.179271,0.093704,0.317214,0.103686,0.003725,0.004301,0.013585,0.00025607
11,208,3.092858,0.000144,87.4943,0.179803,0.093690,0.626345,0.050355,0.002424,0.003834,0.010367,0.00025607
11,209,3.056170,0.000185,32.3387,0.179538,0.093653,0.276496,0.089669,0.009203,0.004242,0.013316,0.00025607
11,210,3.729787,0.000213,56.8894,0.179551,0.093692,0.487759,0.079245,0.003657,0.004590,0.016857,0.00025607
11,211,2.613607,0.000169,35.8221,0.179264,0.093560,0.333609,0.085419,0.003121,0.004395,0.013305,0.00025607
11,212,3.388136,0.000135,91.4045,0.179531,0.093502,0.672168,0.052521,0.003577,0.003567,0.011286,0.00025607
11,213,3.319726,0.000166,37.8156,0.179310,0.093484,0.292413,0.048258,0.002909,0.004101,0.019943,0.00025607
11,214,2.791132,0.000151,27.4771,0.179102,0.093443,0.251327,0.023538,0.003933,0.003733,0.014853,0.00025607
11,215,2.896749,0.000160,48.4856,0.178871,0.093485,0.370216,0.025106,0.006925,0.003727,0.013452,0.00025607
11,216,2.306072,0.000129,31.9228,0.178589,0.093422,0.270943,0.017992,0.003703,0.003332,0.012246,0.00025607
11,217,2.382179,0.000128,57.7985,0.179214,0.093462,0.493261,0.027212,0.003243,0.003400,0.011896,0.00025607
11,218,3.031245,0.000137,30.1152,0.179128,0.093461,0.263672,0.023005,0.003642,0.003188,0.010924,0.00025607
11,219,3.229335,0.000184,33.5671,0.178835,0.093549,0.284794,0.046727,0.001990,0.003961,0.014313,0.00025607
11,220,4.008924,0.000126,73.3382,0.179144,0.093701,0.588401,0.047772,0.002265,0.003468,0.011033,0.00025607
11,221,2.240673,0.000161,27.1115,0.178914,0.093584,0.222533,0.033112,0.002682,0.003680,0.010472,0.00025607
11,222,3.603365,0.000147,79.3500,0.179195,0.093638,0.670793,0.024558,0.003208,0.003530,0.009737,0.00025607
11,223,3.276788,0.000164,34.4595,0.179172,0.093660,0.311564,0.094731,0.003167,0.003984,0.010669,0.00025607
11,224,3.433714,0.000129,58.1078,0.179156,0.093576,0.456269,0.044185,0.002341,0.003632,0.011767,0.00025607
11,225,3.057226,0.000125,28.4999,0.178989,0.093516,0.245541,0.075092,0.006172,0.003371,0.011118,0.00025607
11,226,3.278254,0.000148,86.8382,0.180416,0.093538,0.606078,0.027388,0.003622,0.004715,0.011107,0.00025607
11,227,2.451488,0.000137,23.4302,0.180020,0.093256,0.214978,0.024875,0.004767,0.004201,0.008900,0.00025607
11,228,3.881307,0.000145,38.8552,0.180519,0.093073,0.329882,0.047239,0.002927,0.004063,0.010025,0.00025607
11,229,3.451201,0.000190,33.3849,0.180403,0.093140,0.303795,0.087336,0.005161,0.004769,0.011822,0.00025607
11,230,3.673560,0.000193,51.4339,0.180762,0.093226,0.446210,0.082718,0.004118,0.004136,0.012201,0.00025607
11,231,2.719382,0.000149,34.6448,0.180572,0.093201,0.294078,0.044868,0.002666,0.003870,0.011377,0.00025607
