epoch,batch,loss,landmark,angular_deg,gaze_consist,shape,ray_target,pose,translation,lr
1,669,17.201975,0.003895,118.6192,0.000000,0.000000,0.000000,2.683194,7.289958,0.00100000
1,670,20.980434,0.005083,126.2700,0.000000,0.000000,0.000000,2.672558,7.406768,0.00100000
1,671,20.030704,0.004929,126.1525,0.000000,0.000000,0.000000,2.691845,6.455041,0.00100000
1,672,20.509901,0.004963,123.4225,0.000000,0.000000,0.000000,2.674112,7.217752,0.00100000
1,709,20.411949,0.004943,119.1973,0.000000,0.000000,0.000000,2.703519,7.118113,0.00100000
1,710,20.065300,0.004853,124.0070,0.000000,0.000000,0.000000,2.664250,7.026873,0.00100000
1,711,18.725096,0.004443,122.0103,0.000000,0.000000,0.000000,2.698015,6.884095,0.00100000
1,712,18.897680,0.004487,120.4348,0.000000,0.000000,0.000000,2.709272,6.941694,0.00100000
1,713,17.965687,0.004169,122.5921,0.000000,0.000000,0.000000,2.657652,7.124744,0.00100000
1,714,20.302101,0.004957,126.2809,0.000000,0.000000,0.000000,2.690991,6.824245,0.00100000
1,751,23.230047,0.005835,121.0821,0.000000,0.000000,0.000000,2.641066,7.222285,0.00100000
1,752,22.597513,0.005640,122.8749,0.000000,0.000000,0.000000,2.601094,7.219476,0.00100000
1,753,22.623795,0.005522,115.8291,0.000000,0.000000,0.000000,2.639732,7.972944,0.00100000
1,754,22.191078,0.005592,122.3593,0.000000,0.000000,0.000000,2.648857,6.662981,0.00100000
1,755,22.791542,0.005787,124.9412,0.000000,0.000000,0.000000,2.616729,6.670107,0.00100000
1,756,24.573460,0.006295,128.7157,0.000000,0.000000,0.000000,2.661146,7.005841,0.00100000
1,792,20.597544,0.005108,119.9623,0.000000,0.000000,0.000000,2.651172,6.506877,0.00100000
1,793,21.506205,0.005336,123.5658,0.000000,0.000000,0.000000,2.667534,6.876538,0.00100000
1,794,22.962389,0.005652,126.7608,0.000000,0.000000,0.000000,2.598874,7.873857,0.00100000
1,795,22.447058,0.005608,123.2705,0.000000,0.000000,0.000000,2.642292,7.077229,0.00100000
1,796,22.247044,0.005526,124.7975,0.000000,0.000000,0.000000,2.671355,7.166048,0.00100000
1,797,21.241505,0.005245,121.6817,0.000000,0.000000,0.000000,2.651041,6.935356,0.00100000
1,834,22.564354,0.005632,125.3509,0.000000,0.000000,0.000000,2.593472,7.213100,0.00100000
1,835,21.812796,0.005449,123.0552,0.000000,0.000000,0.000000,2.723032,6.723384,0.00100000
1,836,21.066643,0.005130,117.3340,0.000000,0.000000,0.000000,2.655061,7.305615,0.00100000
1,837,22.130198,0.005550,123.9003,0.000000,0.000000,0.000000,2.717511,6.733694,0.00100000
1,838,20.339306,0.004932,120.1803,0.000000,0.000000,0.000000,2.650829,7.096436,0.00100000
1,839,20.477491,0.004932,117.9248,0.000000,0.000000,0.000000,2.708364,7.315127,0.00100000
1,876,21.850161,0.005363,125.9322,0.000000,0.000000,0.000000,2.699881,7.363423,0.00100000
1,877,23.597210,0.005785,125.9216,0.000000,0.000000,0.000000,2.633339,8.276167,0.00100000
1,878,21.583452,0.005267,122.7983,0.000000,0.000000,0.000000,2.668526,7.460855,0.00100000
1,879,21.461128,0.005214,124.6275,0.000000,0.000000,0.000000,2.665489,7.557311,0.00100000
1,880,21.276445,0.005206,120.6994,0.000000,0.000000,0.000000,2.695433,7.205869,0.00100000
1,881,20.925562,0.005236,122.6607,0.000000,0.000000,0.000000,2.722952,6.285853,0.00100000
1,917,20.820597,0.005004,115.0627,0.000000,0.000000,0.000000,2.684162,7.569001,0.00100000
1,918,21.140533,0.005298,124.9726,0.000000,0.000000,0.000000,2.725934,6.323318,0.00100000
1,919,20.236526,0.004854,116.0059,0.000000,0.000000,0.000000,2.698572,7.333261,0.00100000
1,920,22.691544,0.005516,125.2408,0.000000,0.000000,0.000000,2.726886,8.057932,0.00100000
1,921,20.913465,0.005107,125.4864,0.000000,0.000000,0.000000,2.621263,7.175315,0.00100000
1,922,22.090187,0.005332,123.7898,0.000000,0.000000,0.000000,2.732164,8.004326,0.00100000
1,959,18.296913,0.004234,118.2167,0.000000,0.000000,0.000000,2.657333,7.379616,0.00100000
1,960,18.673901,0.004445,121.4045,0.000000,0.000000,0.000000,2.682764,6.786171,0.00100000
1,961,19.492760,0.004731,122.5226,0.000000,0.000000,0.000000,2.698111,6.613646,0.00100000
1,962,19.160461,0.004650,124.4632,0.000000,0.000000,0.000000,2.678165,6.480418,0.00100000
1,963,20.301443,0.005008,126.3810,0.000000,0.000000,0.000000,2.684730,6.507373,0.00100000
1,964,21.574413,0.005192,126.4504,0.000000,0.000000,0.000000,2.605867,7.980931,0.00100000
1,1001,23.500633,0.005861,126.0342,0.000000,0.000000,0.000000,2.619825,7.619173,0.00100000
1,1002,22.547508,0.005679,123.1248,0.000000,0.000000,0.000000,2.638195,6.839404,0.00100000
1,1003,21.742895,0.005438,122.9451,0.000000,0.000000,0.000000,2.649515,6.729248,0.00100000
1,1004,22.551804,0.005787,126.2074,0.000000,0.000000,0.000000,2.707249,6.097255,0.00100000
1,1005,23.192129,0.005732,120.2679,0.000000,0.000000,0.000000,2.702169,7.733532,0.00100000
1,1006,22.820524,0.005696,119.1360,0.000000,0.000000,0.000000,2.792972,7.119635,0.00100000
1,1042,24.386379,0.006188,119.7115,0.000000,0.000000,0.000000,2.729217,7.233459,0.00100000
1,1043,22.987461,0.005778,125.5394,0.000000,0.000000,0.000000,2.693907,7.040687,0.00100000
1,1044,23.688412,0.006082,126.2916,0.000000,0.000000,0.000000,2.724787,6.503397,0.00100000
1,1045,25.654284,0.006404,127.3433,0.000000,0.000000,0.000000,2.693408,8.449853,0.00100000
1,1046,22.749676,0.005491,118.0859,0.000000,0.000000,0.000000,2.710901,8.348036,0.00100000
1,1047,20.728336,0.004969,118.8363,0.000000,0.000000,0.000000,2.676622,7.614389,0.00100000
1,1084,21.798662,0.005345,114.0480,0.000000,0.000000,0.000000,2.642518,7.432796,0.00100000
1,1085,20.605621,0.004994,117.9240,0.000000,0.000000,0.000000,2.598050,7.293879,0.00100000
1,1086,20.933422,0.005063,117.6649,0.000000,0.000000,0.000000,2.685788,7.423391,0.00100000
1,1087,22.900602,0.005559,122.0071,0.000000,0.000000,0.000000,2.735491,8.196876,0.00100000
1,1088,21.546238,0.005369,121.2391,0.000000,0.000000,0.000000,2.685287,6.734284,0.00100000
1,1089,23.335915,0.005734,125.0822,0.000000,0.000000,0.000000,2.764533,7.945375,0.00100000
1,1126,19.812386,0.004627,112.3780,0.000000,0.000000,0.000000,2.599746,8.003347,0.00100000
1,1127,20.855581,0.005065,117.4689,0.000000,0.000000,0.000000,2.649028,7.293996,0.00100000
1,1128,21.290174,0.005259,121.8599,0.000000,0.000000,0.000000,2.651360,6.945432,0.00100000
1,1129,22.178085,0.005469,124.6754,0.000000,0.000000,0.000000,2.653533,7.398965,0.00100000
1,1130,22.614277,0.005560,123.4990,0.000000,0.000000,0.000000,2.630413,7.726694,0.00100000
1,1131,21.575613,0.005459,126.5942,0.000000,0.000000,0.000000,2.724713,6.186043,0.00100000
1,1167,20.593847,0.005022,120.1081,0.000000,0.000000,0.000000,2.718093,6.969807,0.00100000
1,1168,21.863520,0.005383,122.7938,0.000000,0.000000,0.000000,2.727983,7.239264,0.00100000
1,1169,20.189905,0.004868,120.9977,0.000000,0.000000,0.000000,2.565483,7.284530,0.00100000
1,1170,19.330248,0.004644,123.2886,0.000000,0.000000,0.000000,2.706793,6.829617,0.00100000
1,1171,21.498795,0.005295,121.1204,0.000000,0.000000,0.000000,2.671794,7.113027,0.00100000
1,1172,20.320658,0.004970,122.9778,0.000000,0.000000,0.000000,2.684236,6.785437,0.00100000
1,1209,20.957724,0.005080,120.0324,0.000000,0.000000,0.000000,2.693817,7.356876,0.00100000
1,1210,20.736555,0.004996,118.9583,0.000000,0.000000,0.000000,2.706823,7.432167,0.00100000
1,1211,20.848364,0.005094,120.0572,0.000000,0.000000,0.000000,2.671945,7.072560,0.00100000
1,1212,20.984123,0.005257,125.5235,0.000000,0.000000,0.000000,2.724283,6.272427,0.00100000
1,1213,21.608212,0.005278,124.1466,0.000000,0.000000,0.000000,2.701039,7.412371,0.00100000
1,1214,22.583370,0.005617,125.3803,0.000000,0.000000,0.000000,2.728323,7.208309,0.00100000
1,1251,20.522732,0.005014,120.0236,0.000000,0.000000,0.000000,2.702969,6.892673,0.00100000
1,1252,19.947968,0.004863,124.5319,0.000000,0.000000,0.000000,2.688374,6.707598,0.00100000
1,1253,21.430172,0.005179,123.9461,0.000000,0.000000,0.000000,2.694874,7.682997,0.00100000
1,1254,21.683149,0.005286,127.2376,0.000000,0.000000,0.000000,2.698071,7.516536,0.00100000
1,1255,19.090805,0.004628,123.5829,0.000000,0.000000,0.000000,2.699812,6.455795,0.00100000
1,1256,18.368769,0.004451,126.5861,0.000000,0.000000,0.000000,2.730563,6.087434,0.00100000
1,1292,19.660366,0.004739,117.8923,0.000000,0.000000,0.000000,2.654242,6.942318,0.00100000
1,1293,19.957897,0.004871,123.0492,0.000000,0.000000,0.000000,2.670265,6.693671,0.00100000
1,1294,21.188452,0.005216,123.6571,0.000000,0.000000,0.000000,2.688414,6.972443,0.00100000
1,1295,21.355354,0.005284,122.8875,0.000000,0.000000,0.000000,2.737230,6.830526,0.00100000
1,1296,19.606400,0.004721,121.1612,0.000000,0.000000,0.000000,2.704117,6.897589,0.00100000
1,1297,19.253723,0.004549,119.2302,0.000000,0.000000,0.000000,2.639312,7.336880,0.00100000
1,1334,20.862623,0.005042,121.4367,0.000000,0.000000,0.000000,2.648491,7.452575,0.00100000
1,1335,20.280457,0.004808,114.6368,0.000000,0.000000,0.000000,2.598669,7.808160,0.00100000
1,1336,20.269949,0.005015,122.2112,0.000000,0.000000,0.000000,2.696777,6.391337,0.00100000
1,1337,21.225639,0.005259,124.4865,0.000000,0.000000,0.000000,2.675146,6.792360,0.00100000
1,1338,19.167501,0.004544,118.9807,0.000000,0.000000,0.000000,2.657266,7.174700,0.00100000
1,1339,23.279491,0.005682,125.0287,0.000000,0.000000,0.000000,2.677577,8.242418,0.00100000
1,1376,21.788601,0.005445,124.4584,0.000000,0.000000,0.000000,2.669027,6.755386,0.00100000
1,1377,22.772465,0.005705,127.3335,0.000000,0.000000,0.000000,2.687714,7.076593,0.00100000
1,1378,22.401577,0.005522,121.7925,0.000000,0.000000,0.000000,2.693909,7.474183,0.00100000
1,1379,21.518818,0.005335,124.0741,0.000000,0.000000,0.000000,2.704114,6.873594,0.00100000
1,1380,23.228777,0.005668,127.2644,0.000000,0.000000,0.000000,2.640874,8.266689,0.00100000
1,1381,20.103266,0.004979,126.7207,0.000000,0.000000,0.000000,2.720016,6.258855,0.00100000
1,1417,23.152609,0.005831,125.3653,0.000000,0.000000,0.000000,2.686374,7.045001,0.00100000
1,1418,23.310919,0.005777,123.5329,0.000000,0.000000,0.000000,2.678764,7.707950,0.00100000
1,1419,20.598375,0.005106,121.1338,0.000000,0.000000,0.000000,2.694269,6.474679,0.00100000
1,1420,22.646523,0.005751,127.0335,0.000000,0.000000,0.000000,2.705705,6.518641,0.00100000
1,1421,22.948017,0.005689,121.4261,0.000000,0.000000,0.000000,2.646251,7.569998,0.00100000
1,1422,23.750540,0.005958,125.1638,0.000000,0.000000,0.000000,2.682661,7.450360,0.00100000
1,1459,20.478188,0.005064,122.8618,0.000000,0.000000,0.000000,2.681006,6.514847,0.00100000
1,1460,19.908680,0.004830,122.5316,0.000000,0.000000,0.000000,2.652933,6.873503,0.00100000
1,1461,22.447004,0.005720,125.2058,0.000000,0.000000,0.000000,2.741145,6.274066,0.00100000
1,1462,20.024357,0.004821,117.4292,0.000000,0.000000,0.000000,2.673928,7.137404,0.00100000
1,1463,19.855715,0.004686,114.1205,0.000000,0.000000,0.000000,2.674043,7.646314,0.00100000
1,1464,22.764128,0.005571,125.1384,0.000000,0.000000,0.000000,2.684095,7.904424,0.00100000
1,1501,21.266922,0.005030,117.9310,0.000000,0.000000,0.000000,2.686535,8.299562,0.00100000
1,1502,18.640522,0.004295,119.3068,0.000000,0.000000,0.000000,2.687001,7.656265,0.00100000
1,1503,16.251358,0.003629,119.4902,0.000000,0.000000,0.000000,2.645929,7.098820,0.00100000
1,1504,16.806753,0.003837,121.8241,0.000000,0.000000,0.000000,2.693432,6.851592,0.00100000
1,1505,15.567927,0.003431,118.7976,0.000000,0.000000,0.000000,2.676091,6.940218,0.00100000
1,1506,15.819788,0.003532,122.1695,0.000000,0.000000,0.000000,2.765370,6.720399,0.00100000
1,1542,23.944813,0.005893,127.7247,0.000000,0.000000,0.000000,2.621125,8.307954,0.00100000
1,1543,23.549538,0.005756,126.0101,0.000000,0.000000,0.000000,2.694309,8.302477,0.00100000
1,1544,23.294273,0.005748,122.1089,0.000000,0.000000,0.000000,2.725445,7.812352,0.00100000
1,1545,21.954418,0.005444,119.9324,0.000000,0.000000,0.000000,2.689532,7.072707,0.00100000
1,1546,23.121778,0.005804,125.7311,0.000000,0.000000,0.000000,2.706300,7.137054,0.00100000
1,1547,23.213427,0.005818,123.7881,0.000000,0.000000,0.000000,2.701987,7.233403,0.00100000
1,1584,21.068537,0.005021,119.5814,0.000000,0.000000,0.000000,2.695885,7.947537,0.00100000
1,1585,20.507317,0.004847,119.8086,0.000000,0.000000,0.000000,2.632271,7.979406,0.00100000
1,1586,20.876604,0.004897,120.6248,0.000000,0.000000,0.000000,2.630084,8.410411,0.00100000
1,1587,20.498421,0.004820,122.4099,0.000000,0.000000,0.000000,2.657675,8.105325,0.00100000
1,1588,19.712421,0.004576,119.6904,0.000000,0.000000,0.000000,2.671954,8.051268,0.00100000
1,1589,20.423086,0.004748,121.3269,0.000000,0.000000,0.000000,2.647682,8.419693,0.00100000
1,1626,21.377625,0.005118,118.3099,0.000000,0.000000,0.000000,2.707823,7.948287,0.00100000
1,1627,21.243017,0.005137,125.9232,0.000000,0.000000,0.000000,2.636602,7.631583,0.00100000
1,1628,20.039221,0.004807,119.0489,0.000000,0.000000,0.000000,2.715909,7.212492,0.00100000
1,1629,21.779835,0.005307,121.6165,0.000000,0.000000,0.000000,2.732592,7.539249,0.00100000
1,1630,21.103806,0.005208,124.9904,0.000000,0.000000,0.000000,2.703166,6.842594,0.00100000
1,1631,19.260534,0.004619,125.2175,0.000000,0.000000,0.000000,2.614066,6.939765,0.00100000
1,1667,22.915085,0.005750,125.9011,0.000000,0.000000,0.000000,2.679070,7.086214,0.00100000
1,1668,23.049923,0.005750,127.2802,0.000000,0.000000,0.000000,2.688216,7.350225,0.00100000
1,1669,23.195179,0.005686,127.7062,0.000000,0.000000,0.000000,2.617590,8.109825,0.00100000
1,1670,21.343061,0.005282,124.0448,0.000000,0.000000,0.000000,2.689194,6.866134,0.00100000
1,1671,21.925434,0.005324,122.0163,0.000000,0.000000,0.000000,2.616093,7.842167,0.00100000
1,1672,22.514503,0.005561,126.3222,0.000000,0.000000,0.000000,2.653241,7.494265,0.00100000
1,1709,22.602085,0.005646,127.7768,0.000000,0.000000,0.000000,2.662107,7.129368,0.00100000
1,1710,22.992546,0.005552,121.7543,0.000000,0.000000,0.000000,2.743649,8.417186,0.00100000
1,1711,22.876461,0.005661,126.7485,0.000000,0.000000,0.000000,2.693631,7.554783,0.00100000
1,1712,22.075733,0.005440,127.6905,0.000000,0.000000,0.000000,2.692717,7.339204,0.00100000
1,1713,21.620590,0.005279,123.7999,0.000000,0.000000,0.000000,2.641940,7.487890,0.00100000
1,1714,21.106106,0.005273,125.3538,0.000000,0.000000,0.000000,2.714648,6.425302,0.00100000
1,1751,20.900513,0.005178,123.3358,0.000000,0.000000,0.000000,2.684998,6.636502,0.00100000
1,1752,20.597309,0.004998,120.9563,0.000000,0.000000,0.000000,2.622234,7.223833,0.00100000
1,1753,22.589354,0.005554,126.1154,0.000000,0.000000,0.000000,2.581256,7.762516,0.00100000
1,1754,20.890919,0.005127,121.2711,0.000000,0.000000,0.000000,2.618865,7.005093,0.00100000
1,1755,20.372234,0.004897,117.0456,0.000000,0.000000,0.000000,2.601696,7.427828,0.00100000
1,1756,18.525642,0.004250,115.1823,0.000000,0.000000,0.000000,2.730217,7.665955,0.00100000
1,1792,nan,nan,nan,0.000000,0.000000,0.000000,nan,nan,0.00100000
1,1793,nan,nan,nan,0.000000,0.000000,0.000000,nan,nan,0.00100000
1,1794,nan,nan,nan,0.000000,0.000000,0.000000,nan,nan,0.00100000
1,1795,nan,nan,nan,0.000000,0.000000,0.000000,nan,nan,0.00100000
1,1796,nan,nan,nan,0.000000,0.000000,0.000000,nan,nan,0.00100000
1,1797,nan,nan,nan,0.000000,0.000000,0.000000,nan,nan,0.00100000
1,1834,nan,nan,nan,0.000000,0.000000,0.000000,nan,nan,0.00100000
1,1835,nan,nan,nan,0.000000,0.000000,0.000000,nan,nan,0.00100000
1,1836,nan,nan,nan,0.000000,0.000000,0.000000,nan,nan,0.00100000
1,1837,nan,nan,nan,0.000000,0.000000,0.000000,nan,nan,0.00100000
1,1838,nan,nan,nan,0.000000,0.000000,0.000000,nan,nan,0.00100000
1,1839,nan,nan,nan,0.000000,0.000000,0.000000,nan,nan,0.00100000
1,1876,nan,nan,nan,0.000000,0.000000,0.000000,nan,nan,0.00100000
1,1877,nan,nan,nan,0.000000,0.000000,0.000000,nan,nan,0.00100000
1,1878,nan,nan,nan,0.000000,0.000000,0.000000,nan,nan,0.00100000
1,1879,nan,nan,nan,0.000000,0.000000,0.000000,nan,nan,0.00100000
1,1880,nan,nan,nan,0.000000,0.000000,0.000000,nan,nan,0.00100000
1,1881,nan,nan,nan,0.000000,0.000000,0.000000,nan,nan,0.00100000
