epoch,batch,loss,landmark,angular_deg,gaze_consist,shape,ray_target,pose,lr
1,1168,1.370827,1.370827,98.7761,0.000000,0.000000,0.000000,0.000000,0.00100000
1,1169,1.339093,1.339093,99.6450,0.000000,0.000000,0.000000,0.000000,0.00100000
1,1170,1.159132,1.159132,91.6928,0.000000,0.000000,0.000000,0.000000,0.00100000
1,1171,1.591026,1.591026,95.3734,0.000000,0.000000,0.000000,0.000000,0.00100000
1,1172,1.317833,1.317833,94.8223,0.000000,0.000000,0.000000,0.000000,0.00100000
1,1209,2.233963,2.233963,92.2888,0.000000,0.000000,0.000000,0.000000,0.00100000
1,1210,1.656808,1.656808,89.1822,0.000000,0.000000,0.000000,0.000000,0.00100000
1,1211,1.481448,1.481448,92.9812,0.000000,0.000000,0.000000,0.000000,0.00100000
1,1212,1.363102,1.363102,95.6738,0.000000,0.000000,0.000000,0.000000,0.00100000
1,1213,1.494646,1.494646,104.4523,0.000000,0.000000,0.000000,0.000000,0.00100000
1,1214,1.496996,1.496996,113.5240,0.000000,0.000000,0.000000,0.000000,0.00100000
1,1251,1.892952,1.892952,86.4512,0.000000,0.000000,0.000000,0.000000,0.00100000
1,1252,1.318932,1.318932,96.2819,0.000000,0.000000,0.000000,0.000000,0.00100000
1,1253,1.470734,1.470734,104.9863,0.000000,0.000000,0.000000,0.000000,0.00100000
1,1254,1.411999,1.411999,110.7994,0.000000,0.000000,0.000000,0.000000,0.00100000
1,1255,1.167467,1.167467,90.4139,0.000000,0.000000,0.000000,0.000000,0.00100000
1,1256,1.271536,1.271536,99.6148,0.000000,0.000000,0.000000,0.000000,0.00100000
1,1292,1.371934,1.371934,80.0434,0.000000,0.000000,0.000000,0.000000,0.00100000
1,1293,1.316903,1.316903,92.7673,0.000000,0.000000,0.000000,0.000000,0.00100000
1,1294,1.344246,1.344246,99.9114,0.000000,0.000000,0.000000,0.000000,0.00100000
1,1295,1.402061,1.402061,96.6920,0.000000,0.000000,0.000000,0.000000,0.00100000
1,1296,1.238253,1.238253,84.4550,0.000000,0.000000,0.000000,0.000000,0.00100000
1,1297,1.254168,1.254168,84.9176,0.000000,0.000000,0.000000,0.000000,0.00100000
