epoch,batch,loss,landmark,angular_deg,gaze_consist,shape,lr
5,2,2.460794,2.445603,17.6379,0.079356,0.070830,0.00009549
5,16,2.780578,2.763010,20.4328,0.079890,0.076595,0.00009549
5,17,2.368555,2.352439,18.9177,0.079418,0.074791,0.00009549
5,18,2.239527,2.221020,21.4092,0.080681,0.075615,0.00009549
5,32,2.607545,2.591834,18.1520,0.082086,0.078539,0.00009549
5,33,2.396030,2.381224,17.1108,0.082702,0.079079,0.00009549
5,34,2.045449,2.031448,16.5270,0.082692,0.078380,0.00009549
5,47,1.949524,1.935399,16.5107,0.083149,0.076046,0.00009549
5,48,1.988275,1.974392,16.0668,0.081755,0.077902,0.00009549
5,49,1.679535,1.666824,14.7833,0.080678,0.078568,0.00009549
5,63,2.156676,2.142175,16.9766,0.079999,0.077382,0.00009549
5,64,2.055411,2.041083,16.6835,0.079199,0.077868,0.00009549
5,65,2.154298,2.139798,16.8220,0.078423,0.076787,0.00009549
5,79,1.843389,1.829080,16.3964,0.078361,0.075222,0.00009549
5,80,1.999864,1.984886,17.2798,0.078364,0.074979,0.00009549
5,81,2.157798,2.139797,20.2313,0.077546,0.073608,0.00009549
5,94,2.090425,2.075493,17.2545,0.077711,0.073871,0.00009549
5,95,1.854437,1.839715,17.1088,0.077625,0.073749,0.00009549
5,96,2.058737,2.043425,17.9055,0.077846,0.073823,0.00009549
5,110,1.847558,1.833958,15.7425,0.077136,0.073122,0.00009549
5,111,2.152606,2.138580,16.1138,0.076963,0.072447,0.00009549
5,112,2.016788,2.001694,17.3774,0.077138,0.071655,0.00009549
5,126,2.150426,2.136284,16.4422,0.076540,0.071414,0.00009549
5,127,1.910902,1.898214,14.8180,0.076030,0.071730,0.00009549
5,141,2.892621,2.873770,22.1420,0.075925,0.072168,0.00009549
5,142,2.804865,2.787862,19.7459,0.075870,0.072136,0.00009549
5,143,2.107362,2.093540,15.9870,0.075496,0.071447,0.00009549
5,157,2.079823,2.065888,16.3671,0.075646,0.071830,0.00009549
5,158,2.266910,2.251637,17.7150,0.075938,0.071760,0.00009549
5,159,3.166137,3.149225,19.6714,0.076449,0.071291,0.00009549
5,172,1.703594,1.684660,21.8030,0.076143,0.070529,0.00009549
5,173,2.451079,2.436620,16.9736,0.076037,0.070210,0.00009549
5,174,1.896700,1.883557,15.1183,0.075979,0.069703,0.00009549
5,188,2.229230,2.215386,16.1631,0.076009,0.069610,0.00009549
5,189,2.089158,2.075231,16.2842,0.075996,0.069121,0.00009549
5,190,3.708502,3.693173,17.6954,0.075905,0.070086,0.00009549
5,204,1.587014,1.574088,15.0508,0.075636,0.069833,0.00009549
5,205,1.873984,1.860443,15.7908,0.075361,0.070225,0.00009549
5,206,1.981017,1.968862,14.1904,0.074964,0.070494,0.00009549
5,219,1.734518,1.721616,15.1169,0.074823,0.070221,0.00009549
5,220,2.203402,2.189066,16.7183,0.074895,0.070631,0.00009549
5,221,1.698136,1.683425,17.3318,0.075233,0.070239,0.00009549
5,235,1.969423,1.954705,17.2458,0.075291,0.070092,0.00009549
5,236,1.686074,1.672740,15.6003,0.075289,0.069769,0.00009549
5,237,2.671780,2.655114,19.3592,0.075531,0.069289,0.00009549
5,251,1.684736,1.671710,15.0596,0.075420,0.069126,0.00009549
5,252,1.649283,1.637342,13.9423,0.075250,0.069357,0.00009549
5,266,1.839360,1.825135,16.4844,0.075046,0.068884,0.00009549
5,267,1.926654,1.912147,16.8603,0.074842,0.069014,0.00009549
5,268,1.846512,1.832927,15.8532,0.074751,0.068917,0.00009549
5,282,1.968334,1.952705,18.1124,0.075185,0.068874,0.00009549
5,283,2.000238,1.984327,18.5934,0.075769,0.068676,0.00009549
5,284,1.846640,1.833616,15.0285,0.075881,0.068416,0.00009549
5,297,1.531687,1.515283,19.4398,0.075480,0.068182,0.00009549
5,298,2.312137,2.299266,14.9998,0.075220,0.068592,0.00009549
5,299,1.822537,1.809919,14.8900,0.075001,0.068556,0.00009549
5,313,1.860320,1.846826,15.6322,0.074680,0.068319,0.00009549
5,314,1.876166,1.862042,16.4372,0.074384,0.068090,0.00009549
5,315,1.806770,1.792326,16.9692,0.074033,0.067734,0.00009549
5,329,2.259327,2.245255,16.4346,0.073907,0.068186,0.00009549
5,330,1.734007,1.721166,15.0019,0.073753,0.068080,0.00009549
5,331,2.017004,2.005251,13.7418,0.073496,0.067864,0.00009549
5,344,2.097579,2.085544,14.2344,0.073398,0.067700,0.00009549
5,345,1.901216,1.887978,15.4091,0.073281,0.067634,0.00009549
5,346,2.011741,1.998815,15.0626,0.073202,0.067495,0.00009549
5,360,1.814963,1.800668,16.6851,0.073082,0.067301,0.00009549
5,361,1.919506,1.907713,13.8403,0.072894,0.067453,0.00009549
5,362,3.039658,3.025437,16.5695,0.072775,0.067842,0.00009549
5,376,2.184022,2.170069,16.4323,0.072827,0.068148,0.00009549
5,377,1.939410,1.925009,17.0006,0.073026,0.068029,0.00009549
5,391,1.652764,1.641400,13.3357,0.072919,0.068175,0.00009549
5,392,2.242151,2.228528,15.9969,0.072879,0.067884,0.00009549
5,393,1.789510,1.776184,15.5792,0.072939,0.067802,0.00009549
5,407,2.194106,2.179230,17.1387,0.072962,0.067752,0.00009549
5,408,2.013376,1.998256,17.4941,0.072915,0.067535,0.00009549
5,409,2.418252,2.399616,21.2850,0.072925,0.067298,0.00009549
5,422,1.683751,1.669289,16.8862,0.072740,0.067292,0.00009549
5,423,1.706355,1.694157,14.0964,0.072590,0.067194,0.00009549
5,424,1.848262,1.836679,13.5318,0.072434,0.067102,0.00009549
5,438,1.617333,1.603844,15.7968,0.072352,0.066875,0.00009549
5,439,1.702046,1.687698,16.5594,0.072368,0.066958,0.00009549
5,440,1.771512,1.757995,15.8999,0.072234,0.067151,0.00009549
5,454,1.862449,1.848533,16.6175,0.072218,0.067065,0.00009549
5,455,2.008576,1.995169,15.6608,0.072166,0.067125,0.00009549
5,456,3.073703,3.056939,19.1292,0.072393,0.066950,0.00009549
5,469,1.899187,1.884972,16.5297,0.072250,0.066780,0.00009549
5,470,1.998864,1.986765,14.0986,0.072126,0.066531,0.00009549
5,471,1.913701,1.902526,12.8857,0.071986,0.066565,0.00009549
5,485,1.738011,1.725676,14.2745,0.071805,0.066446,0.00009549
5,486,1.944995,1.930640,16.9254,0.071697,0.066511,0.00009549
5,487,1.880708,1.867754,15.0743,0.071583,0.066506,0.00009549
5,501,1.787691,1.773437,16.6285,0.071577,0.066597,0.00009549
5,502,1.938190,1.923230,17.3376,0.071676,0.066554,0.00009549
5,516,2.007893,1.995415,14.4413,0.071629,0.066342,0.00009549
5,517,1.989676,1.977285,14.4327,0.071581,0.066466,0.00009549
5,518,2.285795,2.271038,16.9818,0.071516,0.066965,0.00009549
5,532,1.709273,1.696790,14.6181,0.071449,0.066865,0.00009549
5,533,1.885390,1.872858,14.6342,0.071378,0.066749,0.00009549
5,534,2.234825,2.220979,16.1332,0.071228,0.066956,0.00009549
5,547,1.958220,1.946246,13.7098,0.071125,0.067042,0.00009549
5,548,1.781447,1.769483,13.9745,0.071086,0.066920,0.00009549
5,549,1.915573,1.899556,18.4639,0.071149,0.066872,0.00009549
5,563,2.653131,2.638408,16.9326,0.071173,0.066634,0.00009549
5,564,1.621370,1.608974,14.4173,0.071179,0.066463,0.00009549
5,565,1.668732,1.656799,13.8991,0.071207,0.066301,0.00009549
5,579,2.442384,2.430014,14.2690,0.071250,0.066241,0.00009549
5,580,1.787716,1.774538,15.4445,0.071249,0.066105,0.00009549
5,581,2.066898,2.055479,13.3447,0.071155,0.065975,0.00009549
5,594,2.027228,2.011692,18.0105,0.071143,0.065955,0.00009549
5,595,2.227715,2.211242,18.9567,0.071205,0.066079,0.00009549
5,596,2.223430,2.206864,19.3283,0.071304,0.066103,0.00009549
5,610,2.435627,2.420170,18.0007,0.071316,0.066525,0.00009549
5,611,1.787889,1.775339,14.8039,0.071221,0.066468,0.00009549
5,612,2.043639,2.029292,16.5450,0.071113,0.066571,0.00009549
5,626,2.189977,2.174752,17.6332,0.071163,0.067002,0.00009549
5,627,2.329905,2.314997,17.2798,0.071211,0.067545,0.00009549
5,641,1.955915,1.942794,15.3024,0.071232,0.067832,0.00009549
5,642,2.152172,2.138040,16.5271,0.071316,0.067750,0.00009549
5,643,1.912366,1.900056,14.3916,0.071259,0.067663,0.00009549
5,657,1.836712,1.824537,14.0190,0.071233,0.067565,0.00009549
5,658,3.142870,3.125673,19.9508,0.071361,0.068023,0.00009549
5,659,3.653862,3.634249,22.4806,0.071513,0.068534,0.00009549
5,672,3.620133,3.605497,16.6204,0.071579,0.068328,0.00009549
5,673,1.881207,1.868205,15.2539,0.071575,0.068386,0.00009549
5,674,1.717652,1.704734,15.1391,0.071604,0.068252,0.00009549
5,688,2.007861,1.996217,13.4975,0.071535,0.068277,0.00009549
5,689,1.970788,1.958261,14.6065,0.071479,0.068097,0.00009549
5,690,1.769019,1.756434,14.8067,0.071405,0.068035,0.00009549
5,704,1.717692,1.707075,12.3458,0.071331,0.067923,0.00009549
5,705,1.843946,1.833064,12.6990,0.071275,0.067771,0.00009549
5,706,1.661055,1.648651,14.2933,0.071317,0.067622,0.00009549
6,1,2.292403,2.251691,15.9460,0.073847,0.058446,0.00050000
6,2,2.214672,2.174620,15.5197,0.073908,0.056716,0.00050000
6,16,2.381947,2.339561,16.3396,0.072081,0.060242,0.00050000
6,17,4.080561,4.010665,27.6677,0.077035,0.083502,0.00050000
6,18,4.330390,4.255710,29.2465,0.080390,0.085075,0.00050000
6,32,3.888916,3.821296,26.5869,0.084952,0.091476,0.00050000
6,33,2.109718,2.057229,20.4821,0.086195,0.091372,0.00050000
6,34,2.313524,2.267503,18.0122,0.086468,0.090431,0.00050000
6,47,2.977480,2.913948,24.5985,0.087173,0.088186,0.00050000
6,48,3.048750,2.995453,20.5831,0.086470,0.086380,0.00050000
6,49,2.064927,2.022554,16.3228,0.085211,0.082907,0.00050000
6,63,2.797769,2.746977,19.6398,0.084778,0.082778,0.00050000
6,64,2.675916,2.627201,18.7506,0.084129,0.082881,0.00050000
6,65,2.394072,2.346102,18.4494,0.083691,0.083460,0.00050000
6,79,2.053846,2.004987,18.6263,0.083348,0.082109,0.00050000
6,80,2.411449,2.362417,18.6989,0.083252,0.081116,0.00050000
6,81,2.291205,2.235514,21.3536,0.083065,0.079379,0.00050000
6,94,2.281885,2.232735,19.0245,0.083176,0.081363,0.00050000
6,95,2.048826,2.001229,18.4571,0.083147,0.081013,0.00050000
6,96,2.217453,2.167692,19.5381,0.083423,0.080596,0.00050000
6,110,2.015734,1.972418,16.8435,0.082757,0.080370,0.00050000
6,111,2.374275,2.330516,16.9132,0.082305,0.080694,0.00050000
6,112,2.028532,1.979687,18.9719,0.082450,0.080164,0.00050000
6,126,2.286831,2.244294,16.5607,0.081958,0.080878,0.00050000
6,127,2.078590,2.037631,15.9464,0.081595,0.081063,0.00050000
6,141,2.888820,2.826042,24.4057,0.081782,0.081016,0.00050000
6,142,2.829200,2.776099,20.5426,0.081703,0.080714,0.00050000
6,143,2.592126,2.550787,16.0931,0.081253,0.080268,0.00050000
6,157,2.481089,2.438971,16.4942,0.081187,0.080284,0.00050000
6,158,2.793443,2.747000,18.0637,0.081450,0.079935,0.00050000
6,159,3.727506,3.674290,20.7017,0.081702,0.079205,0.00050000
6,172,2.210786,2.152622,22.8618,0.081591,0.078606,0.00050000
6,173,2.814274,2.767735,18.3134,0.081439,0.077623,0.00050000
6,174,2.055550,2.014004,16.0373,0.081390,0.076810,0.00050000
6,188,2.471979,2.426680,17.4853,0.081449,0.076562,0.00050000
6,189,2.426323,2.382479,17.0281,0.081284,0.076018,0.00050000
6,190,4.424586,4.377141,18.0947,0.081206,0.076895,0.00050000
6,204,1.912879,1.869004,16.8456,0.080898,0.076378,0.00050000
6,205,1.908759,1.866183,16.5122,0.080601,0.076128,0.00050000
6,206,2.090111,2.047348,16.6206,0.080334,0.075991,0.00050000
6,219,1.935501,1.895035,15.9368,0.080161,0.075603,0.00050000
6,220,2.565909,2.525869,15.5670,0.080229,0.075773,0.00050000
6,221,2.027805,1.979091,18.9283,0.080591,0.075433,0.00050000
6,235,2.410034,2.354131,21.8411,0.080817,0.074869,0.00050000
6,236,2.040941,1.995181,17.8073,0.080884,0.074471,0.00050000
6,237,3.497300,3.445362,20.0223,0.080963,0.073935,0.00050000
6,251,2.058256,2.014046,17.2299,0.080866,0.073759,0.00050000
6,252,2.273177,2.232465,16.0684,0.080794,0.073532,0.00050000
6,266,1.862756,1.821328,16.0842,0.080521,0.072982,0.00050000
6,267,2.058029,2.014354,17.0048,0.080320,0.072783,0.00050000
6,268,2.036155,1.995761,15.5919,0.080104,0.072433,0.00050000
6,282,2.512916,2.458768,21.0921,0.080711,0.072719,0.00050000
6,283,2.478831,2.420226,22.9222,0.081406,0.072580,0.00050000
6,284,2.086201,2.042323,17.2406,0.081663,0.072630,0.00050000
6,297,1.717118,1.665632,20.1596,0.081433,0.072233,0.00050000
6,298,2.537550,2.497264,15.6059,0.081204,0.072462,0.00050000
6,299,1.991603,1.952871,15.1681,0.081036,0.072114,0.00050000
6,313,2.044767,2.005246,15.2617,0.080745,0.072009,0.00050000
6,314,2.108413,2.065082,16.8185,0.080513,0.071708,0.00050000
6,315,1.985817,1.936055,19.2112,0.080196,0.071358,0.00050000
6,329,2.515040,2.471746,16.8511,0.080040,0.071172,0.00050000
6,330,1.957406,1.915414,16.3306,0.079964,0.070775,0.00050000
6,331,2.259015,2.218067,15.6315,0.079770,0.070349,0.00050000
6,344,2.226934,2.187133,15.4152,0.079692,0.070050,0.00050000
6,345,2.510175,2.456566,20.8787,0.079565,0.069774,0.00050000
6,346,2.733723,2.681084,20.8313,0.079502,0.069605,0.00050000
6,360,2.073603,2.031938,16.1168,0.079330,0.069321,0.00050000
6,361,2.175553,2.141117,13.3172,0.079084,0.069333,0.00050000
6,362,3.374246,3.331435,16.5645,0.078951,0.069540,0.00050000
6,376,2.492546,2.452136,15.5892,0.078910,0.069308,0.00050000
6,377,2.488242,2.441407,18.2976,0.078976,0.069592,0.00050000
6,391,2.173322,2.139363,13.2176,0.078792,0.069609,0.00050000
6,392,2.494699,2.453329,16.0343,0.078707,0.069624,0.00050000
6,393,1.964925,1.915716,19.3064,0.078896,0.069345,0.00050000
6,407,2.283739,2.234014,19.1389,0.078937,0.069243,0.00050000
6,408,2.049454,2.002100,18.3004,0.078868,0.068964,0.00050000
6,409,3.703911,3.642730,23.6823,0.078822,0.068775,0.00050000
6,422,1.963692,1.923740,15.3470,0.078777,0.068447,0.00050000
6,423,2.254524,2.214165,15.6048,0.078692,0.068374,0.00050000
6,424,2.677604,2.627765,19.7439,0.078568,0.068563,0.00050000
6,438,1.775398,1.729433,17.9411,0.078495,0.068444,0.00050000
6,439,2.046096,1.998311,18.4021,0.078544,0.068392,0.00050000
6,440,2.190057,2.143911,17.9299,0.078447,0.068326,0.00050000
6,454,2.027770,1.978773,19.7136,0.078395,0.068187,0.00050000
6,455,2.080726,2.033544,18.5542,0.078390,0.068051,0.00050000
6,456,2.678222,2.636322,15.9107,0.078639,0.067783,0.00050000
6,469,2.567194,2.515530,20.6794,0.078494,0.067581,0.00050000
6,470,2.311410,2.270734,15.7840,0.078405,0.067487,0.00050000
6,471,2.218887,2.178112,15.7998,0.078281,0.067595,0.00050000
6,485,2.480419,2.428032,20.7824,0.078177,0.067781,0.00050000
6,486,2.507140,2.454682,20.8372,0.078105,0.067837,0.00050000
6,487,2.408467,2.348940,23.2541,0.077977,0.067826,0.00050000
6,501,2.471013,2.419949,19.9806,0.077980,0.067785,0.00050000
6,502,2.357063,2.307392,19.2488,0.078057,0.067882,0.00050000
6,516,2.075452,2.033720,16.2194,0.078039,0.067819,0.00050000
6,517,2.228430,2.185336,16.8447,0.077991,0.067844,0.00050000
6,518,2.631321,2.580950,19.5811,0.077950,0.068157,0.00050000
6,532,1.871886,1.832486,15.1544,0.077864,0.068175,0.00050000
6,533,1.998065,1.960195,14.7416,0.077738,0.068107,0.00050000
6,534,2.290985,2.253742,14.6123,0.077586,0.068123,0.00050000
6,547,2.382137,2.345187,14.1786,0.077439,0.068137,0.00050000
6,548,1.997222,1.957951,15.2083,0.077350,0.068136,0.00050000
6,549,1.996735,1.948612,18.4512,0.077385,0.068177,0.00050000
6,563,3.116165,3.070703,17.6087,0.077408,0.068124,0.00050000
6,564,1.813173,1.773590,15.4303,0.077364,0.068057,0.00050000
6,565,1.799558,1.752341,18.1663,0.077387,0.067849,0.00050000
6,579,2.566252,2.514657,19.6941,0.077450,0.067707,0.00050000
6,580,1.832628,1.779949,20.1848,0.077481,0.067511,0.00050000
6,581,2.007756,1.961296,17.6351,0.077484,0.067380,0.00050000
6,594,2.369292,2.314643,20.7111,0.077557,0.067456,0.00050000
6,595,2.405781,2.350314,21.2305,0.077669,0.067343,0.00050000
6,596,2.396207,2.341790,21.0111,0.077772,0.067359,0.00050000
6,610,2.730115,2.676187,20.7552,0.077907,0.067352,0.00050000
6,611,1.890946,1.844447,17.9048,0.077934,0.067333,0.00050000
6,612,2.169732,2.120866,18.3992,0.077894,0.067632,0.00050000
6,626,2.863953,2.818831,17.4111,0.077970,0.067975,0.00050000
6,627,2.697800,2.645812,20.0728,0.078022,0.068364,0.00050000
6,641,2.700319,2.657937,16.5020,0.078003,0.068617,0.00050000
6,642,3.109827,3.065174,17.2856,0.078084,0.068711,0.00050000
6,643,2.437453,2.393772,16.8918,0.078082,0.068716,0.00050000
6,657,2.115824,2.064791,19.8012,0.078093,0.068867,0.00050000
6,658,3.476567,3.406749,26.9063,0.078256,0.069084,0.00050000
6,659,4.267927,4.190063,30.4647,0.078477,0.069746,0.00050000
6,672,5.355239,5.311063,17.0077,0.078705,0.069992,0.00050000
6,673,2.206931,2.163261,16.9904,0.078669,0.069849,0.00050000
6,674,2.015208,1.972420,16.5764,0.078625,0.069737,0.00050000
6,688,2.351882,2.305297,17.8120,0.078540,0.069694,0.00050000
6,689,2.159711,2.122996,14.2317,0.078410,0.069627,0.00050000
6,690,1.939407,1.901103,15.1731,0.078349,0.069576,0.00050000
6,704,1.829345,1.792063,14.5035,0.078277,0.069524,0.00050000
6,705,1.904422,1.866386,14.6654,0.078220,0.069457,0.00050000
6,706,1.954928,1.923354,12.4612,0.078200,0.069435,0.00050000
7,1,2.591653,2.550306,16.0347,0.076983,0.073210,0.00048776
7,2,2.488386,2.447289,15.9287,0.077074,0.071991,0.00048776
