epoch,batch,loss,landmark,angular_deg,gaze_consist,shape,lr
7,16,2.854523,2.809171,17.4571,0.075660,0.074780,0.00048776
7,17,2.254508,2.210060,17.2626,0.075314,0.072323,0.00048776
7,18,2.207831,2.156150,19.8600,0.076530,0.070775,0.00048776
7,32,2.360927,2.314404,17.8133,0.078596,0.070264,0.00048776
7,33,1.988534,1.947578,15.8545,0.079099,0.071637,0.00048776
7,34,1.861085,1.824731,14.2113,0.078068,0.071322,0.00048776
7,47,2.297513,2.258647,15.0644,0.077603,0.069426,0.00048776
7,48,2.265223,2.227843,14.4263,0.076264,0.068318,0.00048776
7,49,1.838320,1.797586,15.7619,0.075855,0.066778,0.00048776
7,63,2.399571,2.357588,16.2777,0.075312,0.066064,0.00048776
7,64,2.226051,2.183949,16.3679,0.074840,0.064546,0.00048776
7,65,2.048289,2.006720,16.1461,0.074487,0.065222,0.00048776
7,79,1.851223,1.807536,16.6579,0.073853,0.064769,0.00048776
7,80,2.033378,1.992001,15.9949,0.073533,0.064045,0.00048776
7,81,1.641683,1.597118,17.2367,0.073639,0.063608,0.00048776
7,94,2.247654,2.199823,18.6270,0.073960,0.063667,0.00048776
7,95,1.918625,1.877971,15.7307,0.073901,0.063836,0.00048776
7,96,2.074410,2.027900,18.1846,0.074105,0.064260,0.00048776
7,110,1.826350,1.789801,14.2862,0.073689,0.063850,0.00048776
7,111,2.158932,2.117949,15.8838,0.073850,0.064938,0.00048776
7,112,2.034315,1.985896,18.6667,0.074964,0.064738,0.00048776
7,126,2.056766,2.016207,15.6819,0.074701,0.064755,0.00048776
7,127,2.303208,2.265322,14.8024,0.074406,0.064605,0.00048776
7,141,2.917113,2.860822,21.8885,0.074657,0.065076,0.00048776
7,142,2.840096,2.788451,20.0756,0.074865,0.065342,0.00048776
7,143,2.578409,2.534039,17.1246,0.074810,0.064949,0.00048776
7,157,2.541786,2.502540,15.3277,0.075010,0.064875,0.00048776
7,158,2.779840,2.736741,16.6773,0.075498,0.064768,0.00048776
7,159,3.931414,3.877802,20.7824,0.076118,0.063975,0.00048776
7,172,2.236495,2.194402,16.3098,0.076081,0.063457,0.00048776
7,173,2.862486,2.818844,17.1045,0.076225,0.062551,0.00048776
7,174,2.181441,2.143480,14.6791,0.076304,0.061863,0.00048776
7,188,2.439546,2.397080,16.5183,0.076563,0.061321,0.00048776
7,189,2.241888,2.198671,16.9433,0.076632,0.061140,0.00048776
7,190,3.916533,3.870654,17.5364,0.076664,0.061700,0.00048776
7,204,1.907848,1.865551,16.3089,0.076465,0.061446,0.00048776
7,205,1.984344,1.945223,15.1934,0.076208,0.061885,0.00048776
7,206,2.082860,2.047487,13.4866,0.076085,0.063191,0.00048776
7,219,1.823711,1.779985,17.2163,0.075878,0.063400,0.00048776
7,220,2.101183,2.063110,14.8448,0.075951,0.063781,0.00048776
7,221,2.065167,2.023237,16.5459,0.076030,0.063255,0.00048776
7,235,2.250825,2.198843,20.6564,0.076185,0.063106,0.00048776
7,236,1.886775,1.844137,16.8169,0.076143,0.062846,0.00048776
7,237,3.032041,2.989557,16.3752,0.076037,0.062467,0.00048776
7,251,1.769301,1.733071,14.0297,0.075899,0.062431,0.00048776
7,252,1.804153,1.769781,13.4332,0.075614,0.062418,0.00048776
7,266,1.824416,1.789670,13.7116,0.075260,0.061921,0.00048776
7,267,1.915373,1.875342,15.6667,0.075018,0.061772,0.00048776
7,268,1.812420,1.773023,15.1267,0.074827,0.061835,0.00048776
7,282,2.334634,2.291534,16.8375,0.075219,0.061775,0.00048776
7,283,2.330276,2.285187,17.6543,0.075753,0.061769,0.00048776
7,284,2.136075,2.098961,14.3232,0.076003,0.061706,0.00048776
7,297,1.637820,1.580864,21.7713,0.075746,0.061364,0.00048776
7,298,2.425703,2.386775,14.8817,0.075642,0.061245,0.00048776
7,299,1.916533,1.877537,15.0874,0.075480,0.060867,0.00048776
7,313,2.009184,1.969413,15.3299,0.075376,0.060636,0.00048776
7,314,1.963769,1.917042,17.9485,0.075152,0.060364,0.00048776
7,315,1.790084,1.741415,18.6403,0.074878,0.060103,0.00048776
7,329,2.366486,2.327785,14.9509,0.074824,0.060354,0.00048776
7,330,1.842299,1.805255,14.3212,0.074737,0.060221,0.00048776
7,331,2.010050,1.958789,19.7165,0.074482,0.059953,0.00048776
7,344,2.032808,1.991034,16.1117,0.074274,0.059694,0.00048776
7,345,2.300951,2.250448,19.3329,0.074202,0.059793,0.00048776
7,346,2.320219,2.265055,21.1746,0.074182,0.059699,0.00048776
7,360,2.412978,2.365945,18.1414,0.074176,0.059748,0.00048776
7,361,2.299224,2.259354,15.5066,0.074228,0.059915,0.00048776
7,362,3.532453,3.485389,18.1102,0.074364,0.060472,0.00048776
7,376,2.501078,2.454893,17.7851,0.074686,0.060625,0.00048776
7,377,2.034701,1.985891,18.8514,0.075090,0.060740,0.00048776
7,391,1.857722,1.822335,13.6122,0.075192,0.061112,0.00048776
7,392,2.433937,2.394105,15.3413,0.075306,0.061264,0.00048776
7,393,2.144150,2.099101,17.3785,0.075384,0.061263,0.00048776
7,407,2.639041,2.593891,17.3275,0.075324,0.061372,0.00048776
7,408,2.388466,2.343394,17.4187,0.075266,0.061390,0.00048776
7,409,2.854587,2.801135,20.5113,0.075402,0.061448,0.00048776
7,422,1.764097,1.726511,14.3704,0.075265,0.061532,0.00048776
7,423,1.932970,1.898225,13.3678,0.075211,0.061529,0.00048776
7,424,2.249336,2.211407,14.7612,0.075162,0.061513,0.00048776
7,438,1.735184,1.697473,14.7735,0.075086,0.061473,0.00048776
7,439,1.931942,1.887364,17.1486,0.075126,0.061456,0.00048776
7,440,1.955193,1.915048,15.6744,0.075011,0.061436,0.00048776
7,454,2.049499,2.003403,18.6093,0.074948,0.061443,0.00048776
7,455,2.189077,2.143924,17.8382,0.074915,0.061540,0.00048776
7,456,3.112890,3.070034,16.4705,0.075129,0.061474,0.00048776
7,469,2.503685,2.454755,19.5299,0.074974,0.061371,0.00048776
7,470,2.426348,2.387985,14.8942,0.074860,0.061428,0.00048776
7,471,2.287353,2.247780,15.3623,0.074704,0.061386,0.00048776
7,485,2.220630,2.172178,18.8716,0.074541,0.061290,0.00048776
7,486,2.357612,2.308487,19.4037,0.074446,0.061360,0.00048776
7,487,2.161605,2.105970,21.5117,0.074346,0.061319,0.00048776
7,501,2.285956,2.238649,18.5868,0.074327,0.061320,0.00048776
7,502,2.207230,2.158709,18.9025,0.074436,0.061273,0.00048776
7,516,2.148953,2.109204,15.3990,0.074418,0.061288,0.00048776
7,517,1.951100,1.913760,14.5107,0.074341,0.061141,0.00048776
7,518,2.347287,2.305423,16.1419,0.074269,0.061399,0.00048776
7,532,1.737180,1.701995,13.4957,0.074191,0.061302,0.00048776
7,533,1.827772,1.793539,13.1984,0.074077,0.061126,0.00048776
7,534,2.129871,2.091158,15.1902,0.073999,0.061344,0.00048776
7,547,1.918580,1.890854,10.7858,0.073869,0.061195,0.00048776
7,548,1.788927,1.754676,13.1759,0.073772,0.061129,0.00048776
7,549,2.073180,2.031746,15.9272,0.073739,0.061116,0.00048776
7,563,3.091987,3.049475,16.4175,0.073708,0.060854,0.00048776
7,564,2.018188,1.984587,13.1031,0.073621,0.060696,0.00048776
7,565,1.642220,1.607740,13.2929,0.073548,0.060529,0.00048776
7,579,2.345110,2.309060,13.8809,0.073572,0.060529,0.00048776
7,580,1.779058,1.743212,13.8943,0.073522,0.060342,0.00048776
7,581,2.069077,2.037149,12.2768,0.073398,0.060390,0.00048776
7,594,2.398706,2.361940,14.4538,0.073399,0.060403,0.00048776
7,595,2.507716,2.461608,17.6789,0.073441,0.060285,0.00048776
7,596,2.473203,2.428789,17.1413,0.073466,0.060215,0.00048776
7,610,2.446205,2.404308,16.1222,0.073458,0.060278,0.00048776
7,611,1.767614,1.728248,15.2385,0.073373,0.060304,0.00048776
7,612,1.988405,1.947299,15.7443,0.073298,0.060336,0.00048776
7,626,2.563632,2.525241,14.7833,0.073282,0.060846,0.00048776
7,627,2.494005,2.455515,14.8651,0.073302,0.061127,0.00048776
7,641,2.316691,2.274666,16.4230,0.073267,0.061487,0.00048776
7,642,2.510647,2.470567,15.5076,0.073289,0.061540,0.00048776
7,643,2.174439,2.132363,16.4866,0.073244,0.061753,0.00048776
7,657,2.017709,1.972675,17.6056,0.073186,0.061708,0.00048776
7,658,3.249853,3.185805,24.8682,0.073341,0.062022,0.00048776
7,659,4.410634,4.333039,31.3792,0.073593,0.062282,0.00048776
7,672,3.941908,3.904328,14.1573,0.073598,0.062328,0.00048776
7,673,1.957771,1.921280,14.2039,0.073523,0.062306,0.00048776
7,674,1.860769,1.822101,15.0040,0.073488,0.062137,0.00048776
7,688,2.165339,2.128139,14.1989,0.073395,0.062082,0.00048776
7,689,2.104261,2.069999,13.3311,0.073293,0.062003,0.00048776
7,690,2.088500,2.049958,15.3085,0.073247,0.061797,0.00048776
7,704,1.770384,1.736186,13.3358,0.073160,0.061799,0.00048776
7,705,1.819788,1.787500,12.4595,0.073042,0.061812,0.00048776
7,706,1.742329,1.711624,12.1829,0.072958,0.061684,0.00048776
