epoch,batch,loss,landmark,angular_deg,gaze_consist,shape,ray_target,lr
2,2440,4.058640,4.022729,41.9681,0.110369,0.069812,0.000000,0.00090451
2,2441,2.353828,2.336839,19.8171,0.110096,0.069830,0.000000,0.00090451
2,2501,3.716895,3.677170,47.6669,0.109889,0.069937,0.000000,0.00090451
2,2502,3.171341,3.149739,25.4391,0.109611,0.069785,0.000000,0.00090451
2,2503,3.172038,3.141063,35.6974,0.109564,0.069971,0.000000,0.00090451
2,2504,3.805307,3.775948,35.2586,0.109317,0.070517,0.000000,0.00090451
2,2563,3.255839,3.236756,22.3946,0.109075,0.070356,0.000000,0.00090451
2,2564,2.634542,2.603899,36.4585,0.108845,0.070177,0.000000,0.00090451
2,2565,4.515264,4.486444,33.6160,0.108773,0.070097,0.000000,0.00090451
2,2566,2.792004,2.767391,28.2140,0.108605,0.070198,0.000000,0.00090451
2,2626,3.730581,3.700023,36.1278,0.108382,0.070218,0.000000,0.00090451
2,2627,3.050584,3.024544,30.2218,0.108196,0.070253,0.000000,0.00090451
2,2628,3.325834,3.300157,30.3756,0.107937,0.070399,0.000000,0.00090451
2,2629,2.021099,1.997374,27.5013,0.107629,0.070204,0.000000,0.00090451
2,2688,5.474899,5.443840,35.9132,0.107578,0.070075,0.000000,0.00090451
2,2689,3.003314,2.959120,51.3847,0.107609,0.070033,0.000000,0.00090451
2,2690,2.229260,2.194092,41.9236,0.107425,0.069912,0.000000,0.00090451
2,2691,2.267866,2.245232,26.9467,0.107212,0.069808,0.000000,0.00090451
2,2751,2.295308,2.266875,33.0394,0.106920,0.069660,0.000000,0.00090451
2,2752,3.077870,3.039134,45.8148,0.106735,0.069565,0.000000,0.00090451
2,2753,2.125066,2.097928,31.1903,0.106700,0.069535,0.000000,0.00090451
2,2754,3.211733,3.150159,71.7505,0.106677,0.069324,0.000000,0.00090451
2,2813,3.896972,3.855860,50.7829,0.106661,0.069194,0.000000,0.00090451
2,2814,2.928013,2.884393,52.5221,0.106732,0.069148,0.000000,0.00090451
2,2815,2.393108,2.370754,26.0901,0.106602,0.069071,0.000000,0.00090451
2,2816,2.548467,2.518035,35.2920,0.106389,0.069001,0.000000,0.00090451
3,1,2.893622,2.857509,42.2434,0.129225,0.040021,0.000000,0.00065451
3,2,2.416855,2.374787,50.7920,0.127801,0.048380,0.000000,0.00065451
3,3,2.164231,2.120599,52.0515,0.108026,0.055036,0.000000,0.00065451
3,4,2.918650,2.873265,53.8161,0.110459,0.050723,0.000000,0.00065451
3,63,2.652683,2.614361,46.6940,0.118535,0.058859,0.000000,0.00065451
3,64,2.977407,2.944216,39.4511,0.120196,0.063783,0.000000,0.00065451
3,65,2.386707,2.361780,28.8722,0.116807,0.065573,0.000000,0.00065451
3,66,2.338958,2.307564,36.3223,0.110549,0.068266,0.000000,0.00065451
3,126,2.411154,2.383491,32.2272,0.106788,0.068009,0.000000,0.00065451
3,127,2.199093,2.170621,33.3971,0.104143,0.066290,0.000000,0.00065451
3,128,2.138106,2.110917,31.9983,0.103270,0.065742,0.000000,0.00065451
3,129,3.128851,3.096926,36.8689,0.101064,0.063075,0.000000,0.00065451
3,188,2.382408,2.359726,25.9684,0.098733,0.061020,0.000000,0.00065451
3,189,2.367038,2.321098,53.3115,0.096070,0.059740,0.000000,0.00065451
3,190,1.811571,1.791813,22.4899,0.092973,0.058950,0.000000,0.00065451
3,191,2.201593,2.157509,52.6012,0.091079,0.057870,0.000000,0.00065451
3,251,2.457426,2.426731,36.2864,0.089731,0.057394,0.000000,0.00065451
3,252,2.446179,2.413231,38.8249,0.089360,0.056737,0.000000,0.00065451
3,253,2.437059,2.413101,27.7121,0.088577,0.057424,0.000000,0.00065451
3,254,3.214980,3.189059,29.9523,0.087294,0.058623,0.000000,0.00065451
3,313,2.944633,2.903651,47.9147,0.086311,0.058971,0.000000,0.00065451
3,314,2.071017,2.049802,24.5946,0.084892,0.059275,0.000000,0.00065451
3,315,2.813178,2.756680,71.0663,0.085043,0.058595,0.000000,0.00065451
3,316,2.512682,2.456562,70.2121,0.085250,0.057997,0.000000,0.00065451
3,376,2.664353,2.635590,34.2549,0.084529,0.057579,0.000000,0.00065451
3,377,2.220614,2.194737,30.9569,0.083746,0.057846,0.000000,0.00065451
3,378,2.047205,2.020676,31.1686,0.082750,0.057352,0.000000,0.00065451
3,379,1.959803,1.927995,38.5071,0.082136,0.056774,0.000000,0.00065451
3,438,2.745474,2.721132,28.3534,0.081839,0.057106,0.000000,0.00065451
3,439,1.883762,1.861372,25.9849,0.081604,0.056347,0.000000,0.00065451
3,440,2.183782,2.152760,35.8215,0.081012,0.055907,0.000000,0.00065451
3,441,1.725869,1.706135,22.2798,0.080893,0.055558,0.000000,0.00065451
3,501,3.722009,3.683823,47.5464,0.080501,0.055839,0.000000,0.00065451
3,502,2.308267,2.279871,33.2999,0.079929,0.055527,0.000000,0.00065451
3,503,2.093422,2.063589,34.9050,0.079202,0.054911,0.000000,0.00065451
3,504,2.550900,2.527852,27.5146,0.078196,0.054019,0.000000,0.00065451
3,563,5.318919,5.287141,37.3761,0.077421,0.054108,0.000000,0.00065451
3,564,3.072156,3.041843,35.7885,0.076832,0.053676,0.000000,0.00065451
3,565,2.845701,2.821790,27.3616,0.076195,0.053854,0.000000,0.00065451
3,566,2.608008,2.586740,24.3617,0.075844,0.054146,0.000000,0.00065451
3,626,3.100202,3.068731,38.6436,0.075521,0.054042,0.000000,0.00065451
3,627,2.306885,2.281274,29.9515,0.075211,0.054001,0.000000,0.00065451
3,628,3.735723,3.696644,47.5889,0.075217,0.053523,0.000000,0.00065451
3,629,5.092114,5.048987,51.9666,0.075080,0.052879,0.000000,0.00065451
3,688,2.021797,2.000432,24.5734,0.074915,0.052476,0.000000,0.00065451
3,689,1.648306,1.628044,23.8399,0.074453,0.051989,0.000000,0.00065451
3,690,2.623809,2.588513,41.2571,0.074307,0.051582,0.000000,0.00065451
3,691,4.030084,3.995959,41.0306,0.074290,0.051461,0.000000,0.00065451
3,751,4.486794,4.455339,37.3516,0.074628,0.051467,0.000000,0.00065451
3,752,2.589650,2.564296,29.6709,0.074850,0.051363,0.000000,0.00065451
3,753,4.328671,4.295110,40.7846,0.075201,0.051372,0.000000,0.00065451
3,754,1.738548,1.707934,35.6578,0.074634,0.051489,0.000000,0.00065451
3,813,2.221740,2.196421,30.7540,0.074253,0.051445,0.000000,0.00065451
3,814,1.791773,1.768113,27.3300,0.073776,0.051012,0.000000,0.00065451
3,815,2.004570,1.974474,35.1898,0.073396,0.050731,0.000000,0.00065451
3,816,1.917240,1.893575,27.1736,0.073017,0.050310,0.000000,0.00065451
3,876,2.023901,2.002574,24.5941,0.072568,0.050127,0.000000,0.00065451
3,877,2.695159,2.669281,30.2789,0.072222,0.050354,0.000000,0.00065451
3,878,3.170563,3.145210,29.2494,0.072327,0.051083,0.000000,0.00065451
3,879,2.530902,2.511326,23.4970,0.072001,0.051824,0.000000,0.00065451
3,938,3.769720,3.730268,46.1165,0.072255,0.051889,0.000000,0.00065451
3,939,2.851833,2.818363,38.9941,0.072174,0.051733,0.000000,0.00065451
3,940,2.084333,2.051262,38.0658,0.072156,0.051416,0.000000,0.00065451
3,941,2.004593,1.976048,34.3476,0.072322,0.051284,0.000000,0.00065451
3,1001,2.117919,2.082795,40.8065,0.072351,0.051178,0.000000,0.00065451
3,1002,2.692255,2.668489,27.2848,0.072801,0.050864,0.000000,0.00065451
3,1003,1.851191,1.819407,37.5357,0.073573,0.050502,0.000000,0.00065451
3,1004,2.133543,2.098669,40.4716,0.073704,0.050067,0.000000,0.00065451
3,1063,2.746166,2.707730,45.2156,0.073534,0.049775,0.000000,0.00065451
3,1064,2.019899,1.993861,30.4803,0.073352,0.049578,0.000000,0.00065451
3,1065,2.858520,2.826642,37.3388,0.073106,0.049587,0.000000,0.00065451
3,1066,1.793385,1.771614,25.5736,0.072872,0.049676,0.000000,0.00065451
3,1126,2.950733,2.919112,37.4010,0.072854,0.049494,0.000000,0.00065451
3,1127,2.257706,2.230580,31.7127,0.072985,0.049390,0.000000,0.00065451
3,1128,2.038087,2.010432,32.6356,0.073025,0.049242,0.000000,0.00065451
3,1129,1.988861,1.951605,43.7339,0.072775,0.049099,0.000000,0.00065451
3,1188,1.813092,1.790854,25.9221,0.072803,0.048965,0.000000,0.00065451
3,1189,2.651999,2.630557,25.0836,0.072607,0.049172,0.000000,0.00065451
3,1190,2.087644,2.051640,43.7240,0.072397,0.049801,0.000000,0.00065451
3,1191,2.645597,2.621929,27.7547,0.072251,0.049937,0.000000,0.00065451
3,1251,2.402744,2.378856,27.7279,0.072068,0.050905,0.000000,0.00065451
3,1252,2.758178,2.732289,29.9038,0.071821,0.050811,0.000000,0.00065451
3,1253,2.313050,2.280862,37.9973,0.071576,0.050531,0.000000,0.00065451
3,1254,1.505863,1.482453,26.6538,0.071332,0.050270,0.000000,0.00065451
3,1313,2.071587,2.039556,36.9396,0.071150,0.050120,0.000000,0.00065451
3,1314,2.243175,2.211992,36.1812,0.071152,0.050102,0.000000,0.00065451
3,1315,2.590976,2.566931,28.6856,0.071288,0.050154,0.000000,0.00065451
3,1316,4.640967,4.599020,50.0013,0.071193,0.050268,0.000000,0.00065451
3,1376,3.229995,3.199955,35.6316,0.071089,0.050483,0.000000,0.00065451
3,1377,2.608533,2.588960,22.8812,0.070929,0.050743,0.000000,0.00065451
3,1378,2.169790,2.141346,33.2732,0.070732,0.050863,0.000000,0.00065451
3,1379,3.133343,3.109001,28.3594,0.070748,0.051308,0.000000,0.00065451
3,1438,2.401289,2.374178,30.8878,0.070836,0.051304,0.000000,0.00065451
3,1439,1.935559,1.911045,28.1839,0.070730,0.051202,0.000000,0.00065451
3,1440,1.674210,1.649668,29.0703,0.070507,0.051047,0.000000,0.00065451
3,1441,1.797495,1.775548,25.1449,0.070384,0.050868,0.000000,0.00065451
3,1501,3.808512,3.775686,39.5306,0.070436,0.050922,0.000000,0.00065451
3,1502,2.364316,2.344727,22.9176,0.070565,0.050706,0.000000,0.00065451
3,1503,2.408580,2.379609,34.5683,0.070346,0.050696,0.000000,0.00065451
3,1504,1.997834,1.973092,27.9150,0.070046,0.050709,0.000000,0.00065451
3,1563,2.692568,2.667685,28.6561,0.069857,0.050554,0.000000,0.00065451
3,1564,1.924730,1.899038,30.0058,0.069622,0.050452,0.000000,0.00065451
3,1565,1.894907,1.875871,22.1031,0.069371,0.050315,0.000000,0.00065451
3,1566,1.651436,1.631423,23.0271,0.069159,0.050097,0.000000,0.00065451
3,1626,3.559830,3.525117,40.7420,0.069179,0.050170,0.000000,0.00065451
3,1627,1.923858,1.894289,34.6740,0.069063,0.050162,0.000000,0.00065451
3,1628,2.725469,2.683757,49.1013,0.068992,0.050011,0.000000,0.00065451
3,1629,2.393212,2.371494,26.6713,0.068736,0.049943,0.000000,0.00065451
3,1688,1.874614,1.843199,36.6607,0.068648,0.049776,0.000000,0.00065451
3,1689,2.021268,1.996687,28.0876,0.068520,0.049670,0.000000,0.00065451
3,1690,1.797938,1.775870,25.2877,0.068376,0.049572,0.000000,0.00065451
3,1691,2.132902,2.097664,41.6945,0.068167,0.049776,0.000000,0.00065451
3,1751,1.639947,1.618569,24.6809,0.068037,0.049686,0.000000,0.00065451
3,1752,2.838314,2.805012,39.6247,0.067859,0.049553,0.000000,0.00065451
3,1753,2.156506,2.126800,34.1519,0.067719,0.049527,0.000000,0.00065451
3,1754,2.216317,2.187613,33.3428,0.067787,0.049703,0.000000,0.00065451
3,1813,2.988278,2.956872,37.8505,0.067944,0.049791,0.000000,0.00065451
3,1814,3.623800,3.584141,47.9151,0.067859,0.049691,0.000000,0.00065451
3,1815,2.371158,2.344594,31.2415,0.067746,0.049550,0.000000,0.00065451
3,1816,1.895365,1.868003,31.3623,0.067857,0.049439,0.000000,0.00065451
3,1876,1.926057,1.903815,25.3105,0.067857,0.049343,0.000000,0.00065451
3,1877,2.063767,2.034590,34.0345,0.067696,0.049242,0.000000,0.00065451
3,1878,2.165857,2.142229,27.0694,0.067473,0.049332,0.000000,0.00065451
3,1879,2.250900,2.231412,22.8418,0.067323,0.049504,0.000000,0.00065451
3,1938,2.397422,2.350133,57.0312,0.067450,0.049680,0.000000,0.00065451
3,1939,2.156495,2.128355,33.3097,0.067323,0.049859,0.000000,0.00065451
3,1940,1.854341,1.834066,23.2088,0.067251,0.049983,0.000000,0.00065451
3,1941,2.435721,2.397440,44.8422,0.067144,0.050024,0.000000,0.00065451
3,2001,2.280576,2.256561,27.6975,0.067121,0.049920,0.000000,0.00065451
3,2002,2.025222,1.971713,64.1051,0.067236,0.049790,0.000000,0.00065451
3,2003,1.486819,1.463770,26.6934,0.067121,0.049709,0.000000,0.00065451
3,2004,1.538689,1.518235,24.0754,0.067077,0.049584,0.000000,0.00065451
3,2063,2.444705,2.413287,36.2942,0.066985,0.049516,0.000000,0.00065451
3,2064,2.201056,2.174881,30.2951,0.066865,0.049353,0.000000,0.00065451
3,2065,1.911736,1.888685,26.7646,0.066727,0.049301,0.000000,0.00065451
3,2066,2.332456,2.310411,25.2194,0.066570,0.049547,0.000000,0.00065451
3,2126,2.159779,2.133440,30.2803,0.066396,0.049642,0.000000,0.00065451
3,2127,1.913513,1.884767,35.3157,0.066288,0.049820,0.000000,0.00065451
3,2128,1.513774,1.486308,32.4606,0.066204,0.049735,0.000000,0.00065451
3,2129,1.669281,1.641927,32.3115,0.066077,0.049628,0.000000,0.00065451
3,2188,2.387929,2.365756,25.8653,0.065927,0.049649,0.000000,0.00065451
3,2189,1.975933,1.943051,39.4782,0.065817,0.049747,0.000000,0.00065451
3,2190,2.038863,2.016543,25.9560,0.065667,0.049760,0.000000,0.00065451
3,2191,1.657962,1.636275,26.1969,0.065501,0.049699,0.000000,0.00065451
3,2251,2.711792,2.686644,29.0290,0.065573,0.049680,0.000000,0.00065451
3,2252,3.157842,3.135207,26.2520,0.065717,0.049511,0.000000,0.00065451
3,2253,2.686453,2.640897,54.4523,0.065753,0.049487,0.000000,0.00065451
3,2254,2.299602,2.266921,37.8439,0.065658,0.049691,0.000000,0.00065451
3,2313,3.283403,3.243396,47.6587,0.065614,0.049932,0.000000,0.00065451
3,2314,2.888754,2.857090,36.6886,0.065552,0.050117,0.000000,0.00065451
3,2315,2.185649,2.163152,25.9544,0.065536,0.050406,0.000000,0.00065451
3,2316,2.844948,2.816791,32.4160,0.065531,0.050539,0.000000,0.00065451
3,2376,2.296568,2.258784,45.0320,0.065564,0.050733,0.000000,0.00065451
3,2377,2.091267,2.062267,33.5908,0.065574,0.051008,0.000000,0.00065451
3,2378,2.113668,2.084591,34.2754,0.065569,0.050944,0.000000,0.00065451
3,2379,1.627424,1.608144,22.5588,0.065682,0.050957,0.000000,0.00065451
3,2438,3.206959,3.157754,59.3672,0.065671,0.050913,0.000000,0.00065451
3,2439,2.979973,2.944892,40.1502,0.065792,0.050895,0.000000,0.00065451
3,2440,4.135276,4.098353,43.3911,0.065812,0.051055,0.000000,0.00065451
3,2441,1.888128,1.865575,26.1375,0.065863,0.051289,0.000000,0.00065451
3,2501,3.466028,3.433990,36.9049,0.065790,0.051548,0.000000,0.00065451
3,2502,2.874068,2.850486,27.2715,0.065681,0.052077,0.000000,0.00065451
3,2503,2.456092,2.434854,24.2441,0.065618,0.052272,0.000000,0.00065451
3,2504,2.966776,2.942923,27.2256,0.065524,0.052305,0.000000,0.00065451
3,2563,2.202106,2.180988,24.6013,0.065470,0.052359,0.000000,0.00065451
3,2564,2.206311,2.179928,30.8419,0.065368,0.052397,0.000000,0.00065451
3,2565,3.919748,3.888556,36.4618,0.065417,0.052298,0.000000,0.00065451
3,2566,2.356539,2.336746,23.0351,0.065340,0.052338,0.000000,0.00065451
3,2626,3.347645,3.310362,44.3138,0.065340,0.052299,0.000000,0.00065451
3,2627,2.755154,2.715090,48.6263,0.065289,0.052377,0.000000,0.00065451
3,2628,1.940793,1.916359,28.3156,0.065229,0.052442,0.000000,0.00065451
3,2629,1.779859,1.760682,21.4096,0.065145,0.052375,0.000000,0.00065451
3,2688,4.095348,4.052157,51.6948,0.065202,0.052405,0.000000,0.00065451
3,2689,2.524218,2.494807,34.3792,0.065271,0.052414,0.000000,0.00065451
3,2690,2.077379,2.052160,29.1506,0.065286,0.052342,0.000000,0.00065451
3,2691,1.777819,1.755913,25.7609,0.065190,0.052356,0.000000,0.00065451
3,2751,2.342167,2.309832,37.9536,0.065143,0.052273,0.000000,0.00065451
3,2752,2.169419,2.140417,33.7942,0.065047,0.052333,0.000000,0.00065451
3,2753,2.035822,2.014078,25.0727,0.064892,0.052249,0.000000,0.00065451
3,2754,3.053845,3.026391,32.1881,0.064825,0.052073,0.000000,0.00065451
3,2813,2.442486,2.415273,31.9523,0.064816,0.052215,0.000000,0.00065451
3,2814,2.406413,2.363810,52.7012,0.064833,0.052285,0.000000,0.00065451
3,2815,1.640839,1.620420,24.1226,0.064731,0.052248,0.000000,0.00065451
3,2816,2.294760,2.272645,25.4080,0.064722,0.052248,0.000000,0.00065451
4,1,2.941442,2.901125,47.2113,0.066325,0.037475,0.000000,0.00034549
4,2,2.117890,2.089606,33.4552,0.061611,0.035395,0.000000,0.00034549
4,3,1.973809,1.950037,27.8982,0.060054,0.036516,0.000000,0.00034549
4,4,2.574783,2.550489,28.0997,0.063281,0.038766,0.000000,0.00034549
4,63,2.108680,2.072969,42.6772,0.067191,0.041073,0.000000,0.00034549
4,64,2.321135,2.295074,30.0227,0.066151,0.045286,0.000000,0.00034549
4,65,1.961010,1.940068,24.0974,0.064649,0.046690,0.000000,0.00034549
4,66,1.869229,1.843114,30.3177,0.063339,0.048401,0.000000,0.00034549
4,126,2.000781,1.974388,30.6584,0.063992,0.049066,0.000000,0.00034549
4,127,1.928239,1.901980,30.7363,0.063691,0.049463,0.000000,0.00034549
4,128,1.810716,1.785322,29.8422,0.064594,0.050845,0.000000,0.00034549
4,129,2.707862,2.684686,26.5252,0.065594,0.049961,0.000000,0.00034549
4,188,2.085719,2.065372,24.0656,0.065396,0.048521,0.000000,0.00034549
4,189,1.939188,1.903181,42.1869,0.063942,0.047769,0.000000,0.00034549
4,190,1.516952,1.498303,21.2466,0.062651,0.047241,0.000000,0.00034549
4,191,1.781457,1.742258,46.4233,0.062117,0.047349,0.000000,0.00034549
4,251,2.061960,2.034310,33.2561,0.061592,0.047039,0.000000,0.00034549
4,252,2.142388,2.117948,28.9780,0.061516,0.047163,0.000000,0.00034549
4,253,2.053355,2.032238,24.5864,0.061506,0.046745,0.000000,0.00034549
4,254,2.749673,2.719700,34.5636,0.061143,0.047121,0.000000,0.00034549
4,313,2.837522,2.809343,32.4010,0.060593,0.048338,0.000000,0.00034549
4,314,1.923681,1.902218,24.9715,0.059664,0.048522,0.000000,0.00034549
4,315,1.999184,1.963427,44.5371,0.059242,0.048444,0.000000,0.00034549
4,316,2.077175,2.040122,45.1045,0.058840,0.048008,0.000000,0.00034549
4,376,1.996446,1.971355,29.3185,0.058654,0.047758,0.000000,0.00034549
4,377,1.847685,1.824757,26.6033,0.058269,0.048932,0.000000,0.00034549
4,378,1.690822,1.668692,25.7128,0.057810,0.049523,0.000000,0.00034549
4,379,2.074284,2.043740,37.6453,0.058398,0.049403,0.000000,0.00034549
4,438,2.087523,2.067461,23.5317,0.058035,0.050199,0.000000,0.00034549
4,439,1.577363,1.556174,24.3814,0.057786,0.049590,0.000000,0.00034549
4,440,1.702851,1.678480,28.2896,0.057371,0.049075,0.000000,0.00034549
4,441,1.605089,1.584948,23.0475,0.057548,0.048972,0.000000,0.00034549
4,501,3.149716,3.118814,38.1667,0.057585,0.049598,0.000000,0.00034549
4,502,2.048044,2.021962,30.5523,0.057672,0.050168,0.000000,0.00034549
4,503,2.216439,2.195456,24.2754,0.057708,0.050191,0.000000,0.00034549
4,504,2.500431,2.481727,21.9379,0.057105,0.050802,0.000000,0.00034549
4,563,4.062390,4.029727,39.2432,0.056674,0.051443,0.000000,0.00034549
4,564,2.424830,2.394404,35.6089,0.056442,0.051000,0.000000,0.00034549
4,565,2.457211,2.433611,27.2269,0.056070,0.052549,0.000000,0.00034549
4,566,2.154487,2.131436,26.2514,0.056008,0.052656,0.000000,0.00034549
4,626,2.365225,2.338297,32.7828,0.056067,0.052450,0.000000,0.00034549
4,627,2.041001,2.010436,36.1458,0.055949,0.052388,0.000000,0.00034549
4,628,3.157124,3.129265,32.6812,0.055874,0.052223,0.000000,0.00034549
4,629,4.446189,4.411421,40.9157,0.055965,0.052175,0.000000,0.00034549
4,688,1.738139,1.718632,22.3832,0.055717,0.051903,0.000000,0.00034549
4,689,1.489306,1.468694,23.7568,0.055419,0.051423,0.000000,0.00034549
4,690,2.247148,2.222805,28.2120,0.055356,0.051255,0.000000,0.00034549
4,691,2.831799,2.797919,41.4444,0.055328,0.051016,0.000000,0.00034549
4,751,3.902643,3.875620,32.2593,0.055962,0.051189,0.000000,0.00034549
4,752,2.381465,2.354836,31.4425,0.056116,0.051527,0.000000,0.00034549
4,753,3.840563,3.814894,30.3150,0.056556,0.051384,0.000000,0.00034549
4,754,1.613379,1.588187,29.5427,0.056078,0.051032,0.000000,0.00034549
4,813,2.109768,2.086653,27.2477,0.055746,0.051094,0.000000,0.00034549
4,814,1.681946,1.661413,23.8498,0.055654,0.050941,0.000000,0.00034549
4,815,1.874482,1.850007,28.7018,0.055426,0.050533,0.000000,0.00034549
4,816,1.595443,1.574189,24.2859,0.055082,0.050257,0.000000,0.00034549
4,876,1.578472,1.557340,24.4215,0.054797,0.050040,0.000000,0.00034549
4,877,2.166036,2.141241,28.6326,0.054685,0.049753,0.000000,0.00034549
4,878,2.424127,2.400785,27.7145,0.054639,0.049878,0.000000,0.00034549
4,879,2.233740,2.213211,23.0311,0.054398,0.050279,0.000000,0.00034549
4,938,3.188401,3.155874,38.9131,0.054675,0.050149,0.000000,0.00034549
4,939,2.341108,2.312795,33.6150,0.054669,0.049963,0.000000,0.00034549
4,940,1.781175,1.743193,44.9432,0.054756,0.049691,0.000000,0.00034549
4,941,1.726833,1.707645,22.0698,0.054957,0.049493,0.000000,0.00034549
4,1001,1.810517,1.782930,31.5065,0.055297,0.049506,0.000000,0.00034549
4,1002,2.168894,2.143463,29.5246,0.057071,0.049540,0.000000,0.00034549
4,1003,1.687255,1.669076,21.0253,0.057112,0.049454,0.000000,0.00034549
4,1004,2.095652,2.065846,34.8783,0.057245,0.049170,0.000000,0.00034549
4,1063,2.052332,2.026604,31.1742,0.057226,0.049066,0.000000,0.00034549
4,1064,1.772537,1.750079,25.8831,0.057289,0.048903,0.000000,0.00034549
4,1065,2.478173,2.453748,28.8667,0.057116,0.049013,0.000000,0.00034549
4,1066,1.564215,1.544944,22.6228,0.056974,0.048829,0.000000,0.00034549
4,1126,2.379281,2.354379,29.3865,0.057024,0.049328,0.000000,0.00034549
4,1127,1.905546,1.882303,27.3762,0.057236,0.049384,0.000000,0.00034549
4,1128,1.812298,1.786418,30.1608,0.057442,0.049333,0.000000,0.00034549
4,1129,1.946212,1.918108,31.8407,0.057346,0.049051,0.000000,0.00034549
4,1188,1.412306,1.392916,22.4550,0.057147,0.049028,0.000000,0.00034549
4,1189,2.179730,2.158518,24.3509,0.057004,0.049027,0.000000,0.00034549
4,1190,2.065459,2.034127,37.8517,0.056751,0.049559,0.000000,0.00034549
4,1191,2.249493,2.228621,24.5119,0.056712,0.050077,0.000000,0.00034549
4,1251,2.131480,2.111308,23.2052,0.056593,0.050125,0.000000,0.00034549
4,1252,2.123885,2.100996,26.5555,0.056557,0.050403,0.000000,0.00034549
4,1253,2.031939,2.006202,30.5596,0.056457,0.050407,0.000000,0.00034549
4,1254,1.332658,1.310532,24.9837,0.056286,0.050294,0.000000,0.00034549
4,1313,1.596062,1.573802,25.7272,0.056081,0.050158,0.000000,0.00034549
4,1314,1.888743,1.865327,27.4021,0.055972,0.049879,0.000000,0.00034549
4,1315,2.194904,2.173750,24.8231,0.055812,0.049720,0.000000,0.00034549
4,1316,3.805759,3.770429,41.5383,0.055741,0.049899,0.000000,0.00034549
4,1376,2.413544,2.390712,27.2646,0.055813,0.049739,0.000000,0.00034549
4,1377,1.975381,1.956429,22.2206,0.055644,0.049843,0.000000,0.00034549
4,1378,1.834531,1.809350,29.3550,0.055565,0.049775,0.000000,0.00034549
4,1379,2.534183,2.511055,26.6744,0.055673,0.049633,0.000000,0.00034549
4,1438,2.419699,2.397699,25.0468,0.055585,0.049487,0.000000,0.00034549
4,1439,1.689743,1.670390,22.1675,0.055407,0.049469,0.000000,0.00034549
4,1440,1.520856,1.501680,22.1332,0.055211,0.049789,0.000000,0.00034549
4,1441,1.555906,1.539202,19.2381,0.055211,0.049743,0.000000,0.00034549
4,1501,2.949158,2.918689,36.3189,0.055153,0.049750,0.000000,0.00034549
4,1502,1.709069,1.690907,21.0485,0.055114,0.049995,0.000000,0.00034549
4,1503,1.656226,1.632708,27.8946,0.055073,0.049925,0.000000,0.00034549
4,1504,1.599025,1.570669,31.9014,0.055116,0.049907,0.000000,0.00034549
4,1563,1.956027,1.937888,21.0225,0.055038,0.049844,0.000000,0.00034549
4,1564,1.658309,1.636109,25.9261,0.054884,0.050130,0.000000,0.00034549
4,1565,1.640213,1.624972,17.6420,0.054789,0.049939,0.000000,0.00034549
4,1566,1.377168,1.358943,21.1389,0.054645,0.050185,0.000000,0.00034549
4,1626,2.559999,2.529775,35.5050,0.054732,0.050117,0.000000,0.00034549
4,1627,1.667789,1.642460,30.5194,0.054806,0.050160,0.000000,0.00034549
4,1628,2.392399,2.363455,33.6314,0.054787,0.050011,0.000000,0.00034549
4,1629,1.866154,1.850573,17.6539,0.054677,0.049933,0.000000,0.00034549
4,1688,1.602489,1.575570,30.7456,0.054633,0.049828,0.000000,0.00034549
4,1689,1.777998,1.758684,21.7375,0.054656,0.049669,0.000000,0.00034549
4,1690,1.519747,1.502455,19.5408,0.054591,0.049512,0.000000,0.00034549
4,1691,1.800161,1.771188,34.7977,0.054518,0.049372,0.000000,0.00034549
4,1751,1.371279,1.352333,22.1193,0.054407,0.049256,0.000000,0.00034549
4,1752,2.139250,2.108534,37.8791,0.054358,0.049287,0.000000,0.00034549
4,1753,1.899526,1.877268,25.4627,0.054306,0.049267,0.000000,0.00034549
4,1754,2.013627,1.993693,23.3088,0.054514,0.049353,0.000000,0.00034549
4,1813,2.147315,2.119447,33.2636,0.054626,0.049552,0.000000,0.00034549
4,1814,2.462904,2.441256,25.1623,0.054731,0.049415,0.000000,0.00034549
4,1815,1.747909,1.730453,20.0221,0.054832,0.049245,0.000000,0.00034549
4,1816,1.598750,1.578920,22.8270,0.054867,0.049253,0.000000,0.00034549
4,1876,1.710689,1.693654,19.5188,0.054826,0.049253,0.000000,0.00034549
4,1877,1.997389,1.977259,23.8252,0.054729,0.049300,0.000000,0.00034549
4,1878,1.725174,1.706774,21.5996,0.054615,0.049283,0.000000,0.00034549
4,1879,1.811396,1.793328,21.3024,0.054622,0.049318,0.000000,0.00034549
4,1938,1.755239,1.729447,31.0921,0.054559,0.049266,0.000000,0.00034549
4,1939,1.621107,1.603694,19.8470,0.054470,0.049248,0.000000,0.00034549
4,1940,1.604847,1.587964,19.5368,0.054406,0.049336,0.000000,0.00034549
4,1941,2.029970,2.004820,29.3317,0.054302,0.049602,0.000000,0.00034549
4,2001,2.044110,2.022390,25.1064,0.054296,0.049622,0.000000,0.00034549
4,2002,1.825629,1.783171,49.4957,0.054249,0.049598,0.000000,0.00034549
4,2003,1.501058,1.481532,22.6560,0.054193,0.049584,0.000000,0.00034549
4,2004,1.610439,1.594668,19.2853,0.054109,0.049618,0.000000,0.00034549
4,2063,2.306239,2.279020,30.8421,0.054028,0.049671,0.000000,0.00034549
