epoch,batch,loss,landmark,angular_deg,gaze_consist,shape,ray_target,lr
1,439,7.275344,7.210870,85.1969,0.487301,0.178119,0.000000,0.00100000
1,440,7.364425,7.301429,78.5783,0.487746,0.173455,0.000000,0.00100000
1,441,6.987586,6.936701,64.3835,0.484337,0.169911,0.000000,0.00100000
1,501,11.281125,11.198396,117.7615,0.482694,0.165720,0.000000,0.00100000
1,502,9.331595,9.257425,96.0994,0.481038,0.161322,0.000000,0.00100000
1,503,8.953553,8.884472,98.1576,0.476596,0.157815,0.000000,0.00100000
1,504,8.373016,8.306979,82.0967,0.476375,0.153703,0.000000,0.00100000
1,563,10.873844,10.787700,126.3739,0.470934,0.149842,0.000000,0.00100000
1,564,8.759199,8.692101,86.5150,0.470594,0.146619,0.000000,0.00100000
1,565,8.644582,8.566452,106.5888,0.464028,0.144593,0.000000,0.00100000
1,566,8.518560,8.458164,70.8947,0.456071,0.142583,0.000000,0.00100000
1,626,9.546508,9.490422,69.4861,0.454654,0.141568,0.000000,0.00100000
1,627,8.982426,8.912988,96.1270,0.458452,0.140104,0.000000,0.00100000
1,628,9.003342,8.936462,86.6702,0.459094,0.137851,0.000000,0.00100000
1,629,8.328366,8.258819,95.0738,0.458891,0.135549,0.000000,0.00100000
1,688,8.170218,8.111460,85.3347,0.462092,0.132698,0.000000,0.00100000
1,689,7.127851,7.067319,76.6815,0.457658,0.130582,0.000000,0.00100000
1,690,8.253535,8.187746,88.1566,0.456684,0.128861,0.000000,0.00100000
1,691,9.415052,9.332237,121.2774,0.450330,0.126349,0.000000,0.00100000
1,751,9.169759,9.106286,76.1030,0.445979,0.124581,0.000000,0.00100000
1,752,6.812832,6.736822,104.1888,0.447962,0.123377,0.000000,0.00100000
1,753,7.967248,7.903180,80.9303,0.444929,0.122238,0.000000,0.00100000
1,754,8.379598,8.323499,73.8732,0.444925,0.122062,0.000000,0.00100000
1,813,8.186687,8.126848,83.9701,0.445826,0.122457,0.000000,0.00100000
1,814,7.826017,7.761465,79.3371,0.444045,0.121198,0.000000,0.00100000
1,815,8.161336,8.089212,90.1775,0.440956,0.119374,0.000000,0.00100000
1,816,7.300417,7.231387,89.8920,0.437823,0.118055,0.000000,0.00100000
1,876,7.952564,7.891776,74.9263,0.436881,0.116201,0.000000,0.00100000
1,877,9.051543,8.981130,93.9956,0.438478,0.114906,0.000000,0.00100000
1,878,10.185414,10.112911,101.9996,0.440148,0.114590,0.000000,0.00100000
1,879,7.791028,7.712685,110.5609,0.441713,0.113960,0.000000,0.00100000
1,938,8.052781,7.989130,81.0010,0.441292,0.113623,0.000000,0.00100000
1,939,7.399305,7.328894,92.6444,0.441560,0.112362,0.000000,0.00100000
1,940,6.706302,6.647426,73.7838,0.441550,0.111032,0.000000,0.00100000
1,941,7.003333,6.957650,53.8672,0.440159,0.109583,0.000000,0.00100000
1,1001,9.119390,9.061770,73.5228,0.440932,0.110620,0.000000,0.00100000
1,1002,7.195906,7.136644,75.8964,0.441380,0.110983,0.000000,0.00100000
1,1003,7.381877,7.320755,81.9928,0.442793,0.109959,0.000000,0.00100000
1,1004,6.999047,6.943249,74.6236,0.441040,0.109128,0.000000,0.00100000
1,1063,6.981897,6.906136,100.3698,0.439214,0.107966,0.000000,0.00100000
1,1064,6.703837,6.616290,118.0517,0.436330,0.106770,0.000000,0.00100000
1,1065,8.753353,8.719551,42.1790,0.433247,0.106163,0.000000,0.00100000
1,1066,6.757467,6.687936,84.1928,0.429963,0.105412,0.000000,0.00100000
1,1126,8.849815,8.803349,61.2296,0.427357,0.105630,0.000000,0.00100000
1,1127,8.246586,8.175091,92.0090,0.423572,0.104704,0.000000,0.00100000
1,1128,7.161038,7.090879,92.8674,0.421037,0.103790,0.000000,0.00100000
1,1129,6.769651,6.702134,83.0020,0.418849,0.102827,0.000000,0.00100000
1,1188,5.975151,5.917249,79.0023,0.416874,0.102775,0.000000,0.00100000
1,1189,6.796630,6.715152,123.9400,0.415248,0.102876,0.000000,0.00100000
1,1190,7.751984,7.656627,132.2761,0.413284,0.103158,0.000000,0.00100000
1,1191,8.220834,8.158165,80.1577,0.410575,0.103923,0.000000,0.00100000
1,1251,7.962959,7.898065,78.5489,0.408637,0.105031,0.000000,0.00100000
1,1252,7.854833,7.788730,87.8371,0.407893,0.105208,0.000000,0.00100000
1,1253,7.133751,7.053343,107.7404,0.407309,0.104318,0.000000,0.00100000
1,1254,5.140932,5.065904,99.3297,0.406621,0.103415,0.000000,0.00100000
1,1313,7.239500,7.166271,97.4660,0.404637,0.102604,0.000000,0.00100000
1,1314,7.132941,7.069372,84.8082,0.405794,0.102156,0.000000,0.00100000
1,1315,8.174307,8.120854,66.3660,0.405596,0.101795,0.000000,0.00100000
1,1316,9.365719,9.310951,69.0100,0.404925,0.101966,0.000000,0.00100000
1,1376,8.094304,8.014970,110.8013,0.405590,0.102881,0.000000,0.00100000
1,1377,7.772256,7.711590,76.6544,0.403996,0.103473,0.000000,0.00100000
1,1378,7.166412,7.116113,60.4618,0.404598,0.103441,0.000000,0.00100000
1,1379,6.411345,6.345838,86.8906,0.403895,0.103783,0.000000,0.00100000
1,1438,7.144215,7.068171,102.6354,0.404963,0.104410,0.000000,0.00100000
1,1439,7.182179,7.129058,63.8364,0.403740,0.104409,0.000000,0.00100000
1,1440,7.457736,7.402583,73.6271,0.404427,0.104226,0.000000,0.00100000
1,1441,6.588102,6.506821,113.5381,0.403491,0.104437,0.000000,0.00100000
1,1501,10.018997,9.947452,98.1899,0.404809,0.104317,0.000000,0.00100000
1,1502,6.842142,6.786100,71.1431,0.405729,0.104104,0.000000,0.00100000
1,1503,7.360694,7.305593,67.0097,0.404838,0.103470,0.000000,0.00100000
1,1504,7.076950,7.032966,52.0695,0.404679,0.103200,0.000000,0.00100000
1,1563,7.882828,7.804070,107.7504,0.403240,0.103598,0.000000,0.00100000
1,1564,7.141234,7.087951,65.7972,0.403329,0.104510,0.000000,0.00100000
1,1565,6.007579,5.939627,95.4565,0.404285,0.104265,0.000000,0.00100000
1,1566,5.704871,5.652282,70.0048,0.405304,0.104270,0.000000,0.00100000
1,1626,7.127033,7.043621,110.2911,0.403338,0.104227,0.000000,0.00100000
1,1627,6.203380,6.116415,122.1919,0.401141,0.104342,0.000000,0.00100000
1,1628,7.415299,7.364588,64.1886,0.401108,0.104616,0.000000,0.00100000
1,1629,6.583789,6.513496,90.2170,0.399641,0.104810,0.000000,0.00100000
1,1688,6.260687,6.178051,111.7756,0.397353,0.104726,0.000000,0.00100000
1,1689,5.648199,5.559728,127.1268,0.394937,0.104926,0.000000,0.00100000
1,1690,5.367076,5.314799,63.4709,0.394046,0.105374,0.000000,0.00100000
1,1691,5.192408,5.123610,84.8131,0.392079,0.106240,0.000000,0.00100000
1,1751,5.556914,5.518469,48.1958,0.390930,0.106916,0.000000,0.00100000
1,1752,6.561072,6.526084,43.0581,0.389162,0.107191,0.000000,0.00100000
1,1753,5.401845,5.312633,136.4883,0.387863,0.107965,0.000000,0.00100000
1,1754,5.273932,5.203370,87.4655,0.385415,0.109972,0.000000,0.00100000
1,1813,6.453876,6.385866,85.4707,0.384289,0.111957,0.000000,0.00100000
1,1814,7.377783,7.300261,107.1491,0.383729,0.113192,0.000000,0.00100000
1,1815,6.021573,5.949747,86.9822,0.382112,0.114330,0.000000,0.00100000
1,1816,4.737200,4.665751,88.9103,0.380317,0.115353,0.000000,0.00100000
1,1876,5.380681,5.317502,79.4941,0.378375,0.116822,0.000000,0.00100000
1,1877,5.517566,5.483540,40.7341,0.376879,0.117904,0.000000,0.00100000
1,1878,4.842343,4.763350,103.2514,0.375097,0.119236,0.000000,0.00100000
1,1879,6.309148,6.262761,55.8508,0.374627,0.120000,0.000000,0.00100000
1,1938,5.000869,4.952200,59.5442,0.373269,0.120963,0.000000,0.00100000
1,1939,4.576210,4.500478,100.0268,0.372488,0.122328,0.000000,0.00100000
1,1940,4.320445,4.235574,116.2636,0.372179,0.123705,0.000000,0.00100000
1,1941,5.826804,5.750684,99.8338,0.371647,0.124860,0.000000,0.00100000
1,2001,4.616750,4.556195,77.3573,0.371135,0.125779,0.000000,0.00100000
1,2002,4.661988,4.581259,109.2822,0.370605,0.126272,0.000000,0.00100000
1,2003,3.645366,3.562383,115.0485,0.370115,0.126576,0.000000,0.00100000
1,2004,3.339188,3.294990,55.2249,0.369235,0.126715,0.000000,0.00100000
1,2063,4.682467,4.641331,49.7620,0.368192,0.127365,0.000000,0.00100000
1,2064,4.459437,4.400440,76.8584,0.368000,0.127942,0.000000,0.00100000
1,2065,4.569473,4.495727,107.8891,0.367676,0.128713,0.000000,0.00100000
1,2066,5.289536,5.224026,79.5400,0.366271,0.129359,0.000000,0.00100000
1,2126,5.196750,5.153928,50.7397,0.364543,0.130624,0.000000,0.00100000
1,2127,4.565384,4.524158,50.8119,0.363036,0.131860,0.000000,0.00100000
1,2128,3.526398,3.458984,80.1073,0.361682,0.132228,0.000000,0.00100000
1,2129,4.149112,4.119211,36.2028,0.360446,0.132281,0.000000,0.00100000
1,2188,4.868129,4.833416,41.7409,0.358906,0.133063,0.000000,0.00100000
1,2189,4.997773,4.948271,61.6987,0.357540,0.133767,0.000000,0.00100000
1,2190,4.576901,4.528278,62.7571,0.356333,0.134337,0.000000,0.00100000
1,2191,3.727343,3.693324,41.8505,0.355008,0.134655,0.000000,0.00100000
1,2251,5.370760,5.336424,40.5214,0.353681,0.135114,0.000000,0.00100000
1,2252,4.697872,4.643458,67.4958,0.352445,0.135778,0.000000,0.00100000
1,2253,5.719716,5.646704,98.1161,0.351953,0.136403,0.000000,0.00100000
1,2254,5.139545,5.079585,79.5412,0.352404,0.136109,0.000000,0.00100000
1,2313,6.952903,6.903832,64.1862,0.353106,0.136263,0.000000,0.00100000
1,2314,5.480222,5.431485,61.2492,0.353645,0.136534,0.000000,0.00100000
1,2315,5.667795,5.622198,56.1226,0.353837,0.136556,0.000000,0.00100000
1,2316,5.709066,5.653272,66.8923,0.353320,0.137295,0.000000,0.00100000
1,2376,4.782975,4.724496,73.3290,0.352801,0.137555,0.000000,0.00100000
1,2377,4.252460,4.199090,68.3805,0.352545,0.137691,0.000000,0.00100000
1,2378,4.234031,4.160480,96.5779,0.351097,0.137768,0.000000,0.00100000
1,2379,2.917310,2.864416,67.5909,0.350041,0.137556,0.000000,0.00100000
1,2438,5.499623,5.448889,66.8209,0.349179,0.137411,0.000000,0.00100000
1,2439,4.330544,4.279971,60.0383,0.348121,0.137213,0.000000,0.00100000
1,2440,5.283155,5.225144,78.8763,0.347031,0.137279,0.000000,0.00100000
1,2441,2.935467,2.886559,59.4003,0.345916,0.137405,0.000000,0.00100000
1,2501,5.269983,5.222314,55.1025,0.344745,0.137242,0.000000,0.00100000
1,2502,4.540255,4.497006,49.6470,0.343493,0.137108,0.000000,0.00100000
1,2503,4.200719,4.161809,48.1912,0.342540,0.137078,0.000000,0.00100000
1,2504,5.312315,5.276690,40.7334,0.341095,0.137626,0.000000,0.00100000
1,2563,3.779581,3.751843,32.5117,0.339895,0.137959,0.000000,0.00100000
1,2564,3.807565,3.761730,57.4162,0.338834,0.137898,0.000000,0.00100000
1,2565,5.040601,5.006946,40.0795,0.337787,0.137527,0.000000,0.00100000
1,2566,3.822229,3.776623,54.0306,0.336932,0.137309,0.000000,0.00100000
1,2626,5.659184,5.620934,45.6929,0.335788,0.137223,0.000000,0.00100000
1,2627,3.877864,3.845784,38.7782,0.334755,0.137330,0.000000,0.00100000
1,2628,3.942371,3.911910,36.5203,0.333590,0.137255,0.000000,0.00100000
1,2629,2.943678,2.907798,41.9098,0.332295,0.137006,0.000000,0.00100000
1,2688,7.280324,7.247166,39.3907,0.331454,0.136694,0.000000,0.00100000
1,2689,4.152184,4.104092,56.2404,0.330390,0.136711,0.000000,0.00100000
1,2690,3.845855,3.788092,72.7314,0.329528,0.136548,0.000000,0.00100000
1,2691,3.132071,3.082834,62.4923,0.328630,0.136349,0.000000,0.00100000
1,2751,4.487258,4.455986,38.1143,0.327803,0.136647,0.000000,0.00100000
1,2752,4.020598,3.969481,65.0122,0.326842,0.136602,0.000000,0.00100000
1,2753,3.041309,2.985743,69.7274,0.325705,0.136497,0.000000,0.00100000
1,2754,4.573989,4.542984,37.5308,0.324793,0.136267,0.000000,0.00100000
1,2813,5.355056,5.304488,59.9060,0.323964,0.136157,0.000000,0.00100000
1,2814,3.795409,3.722052,94.9319,0.323136,0.136458,0.000000,0.00100000
1,2815,3.593392,3.540652,63.0427,0.321983,0.136338,0.000000,0.00100000
1,2816,3.878497,3.843961,41.1790,0.321213,0.136124,0.000000,0.00100000
2,1,4.314535,4.249347,82.4220,0.141676,0.129880,0.000000,0.00090451
2,2,3.426297,3.385923,48.9638,0.138033,0.105610,0.000000,0.00090451
2,3,3.562149,3.520338,51.4893,0.150685,0.106684,0.000000,0.00090451
2,4,4.130740,4.081863,57.5337,0.145866,0.109019,0.000000,0.00090451
2,63,4.261221,4.222695,45.5378,0.143175,0.117791,0.000000,0.00090451
2,64,4.505838,4.472541,39.5397,0.140388,0.126280,0.000000,0.00090451
2,65,3.399803,3.370635,34.3531,0.139586,0.122646,0.000000,0.00090451
2,66,3.417816,3.353045,80.4393,0.136162,0.121093,0.000000,0.00090451
2,126,3.242775,3.203506,46.8168,0.136954,0.115415,0.000000,0.00090451
2,127,3.232341,3.185718,56.8358,0.138698,0.111596,0.000000,0.00090451
2,128,2.911825,2.875742,43.2044,0.138115,0.108822,0.000000,0.00090451
2,129,3.746766,3.708527,45.4265,0.137998,0.107967,0.000000,0.00090451
2,188,2.714417,2.690706,28.3494,0.136617,0.104289,0.000000,0.00090451
2,189,2.834873,2.796850,43.6658,0.134599,0.100546,0.000000,0.00090451
2,190,2.680932,2.641097,47.0161,0.133797,0.098838,0.000000,0.00090451
2,191,2.783376,2.738783,54.5227,0.131040,0.096858,0.000000,0.00090451
2,251,3.901307,3.851363,61.7043,0.133339,0.096206,0.000000,0.00090451
2,252,3.321129,3.275286,54.6977,0.133866,0.094701,0.000000,0.00090451
2,253,3.510861,3.461340,62.8574,0.134350,0.093916,0.000000,0.00090451
2,254,3.811150,3.773535,46.3076,0.134909,0.093548,0.000000,0.00090451
2,313,4.965143,4.927793,42.8266,0.134167,0.095270,0.000000,0.00090451
2,314,2.834774,2.803874,36.3097,0.134921,0.093917,0.000000,0.00090451
2,315,4.188317,4.141409,56.8826,0.134479,0.093402,0.000000,0.00090451
2,316,3.386141,3.353382,38.9357,0.133324,0.092459,0.000000,0.00090451
2,376,4.093292,4.055429,45.4467,0.132818,0.091796,0.000000,0.00090451
2,377,3.166216,3.134627,36.9906,0.132065,0.091538,0.000000,0.00090451
2,378,2.794514,2.769332,29.1596,0.131569,0.091140,0.000000,0.00090451
2,379,2.789742,2.748914,51.8226,0.130709,0.089607,0.000000,0.00090451
2,438,3.922099,3.896348,30.2821,0.129802,0.090186,0.000000,0.00090451
2,439,2.544984,2.521364,27.8332,0.129412,0.089483,0.000000,0.00090451
2,440,2.700278,2.667915,37.9371,0.128482,0.088294,0.000000,0.00090451
2,441,2.258817,2.230106,32.9108,0.128261,0.087580,0.000000,0.00090451
2,501,4.703333,4.659327,54.0553,0.127314,0.087652,0.000000,0.00090451
2,502,3.482970,3.452377,35.7218,0.126587,0.089326,0.000000,0.00090451
2,503,2.482569,2.451910,36.9676,0.125615,0.088273,0.000000,0.00090451
2,504,2.909191,2.881487,33.1873,0.124573,0.086826,0.000000,0.00090451
2,563,7.135113,7.084131,62.1211,0.124728,0.086054,0.000000,0.00090451
2,564,4.397825,4.356015,50.3154,0.124499,0.086561,0.000000,0.00090451
2,565,3.691329,3.652928,46.8380,0.123834,0.086505,0.000000,0.00090451
2,566,4.217966,4.185726,39.0135,0.123525,0.086436,0.000000,0.00090451
2,626,4.093282,4.057559,43.0237,0.123238,0.086898,0.000000,0.00090451
2,627,3.144970,3.117917,31.2689,0.122264,0.086196,0.000000,0.00090451
2,628,4.683424,4.620306,83.3096,0.123595,0.085416,0.000000,0.00090451
2,629,5.923473,5.852981,85.3467,0.124256,0.084753,0.000000,0.00090451
2,688,2.756004,2.713048,50.7327,0.124888,0.084100,0.000000,0.00090451
2,689,2.200530,2.171947,33.6529,0.124540,0.083505,0.000000,0.00090451
2,690,3.861174,3.835477,29.9441,0.124685,0.083625,0.000000,0.00090451
2,691,4.583459,4.544821,45.7296,0.124860,0.083487,0.000000,0.00090451
2,751,6.231337,6.196467,42.2835,0.125257,0.085783,0.000000,0.00090451
2,752,3.739726,3.711799,32.1785,0.125186,0.085771,0.000000,0.00090451
2,753,5.424064,5.390818,40.4122,0.125443,0.085491,0.000000,0.00090451
2,754,2.278895,2.255566,27.0633,0.124590,0.085326,0.000000,0.00090451
2,813,2.742989,2.701345,48.7649,0.124348,0.084721,0.000000,0.00090451
2,814,2.375159,2.345958,34.3426,0.123918,0.084088,0.000000,0.00090451
2,815,2.758851,2.730941,32.3557,0.123334,0.083866,0.000000,0.00090451
2,816,2.377199,2.344006,39.5411,0.123033,0.083356,0.000000,0.00090451
2,876,2.745485,2.722378,26.8454,0.122529,0.082886,0.000000,0.00090451
2,877,3.648185,3.614273,41.1946,0.122882,0.083273,0.000000,0.00090451
2,878,3.839564,3.787762,60.5452,0.123089,0.084093,0.000000,0.00090451
2,879,2.821690,2.794664,33.8013,0.123012,0.084642,0.000000,0.00090451
2,938,5.819790,5.770843,61.8074,0.123368,0.084615,0.000000,0.00090451
2,939,3.289263,3.259229,34.3916,0.123398,0.083842,0.000000,0.00090451
2,940,2.456208,2.424968,35.5206,0.123369,0.083047,0.000000,0.00090451
2,941,2.366545,2.320524,54.0375,0.123528,0.082853,0.000000,0.00090451
2,1001,3.166968,3.123679,52.0972,0.123024,0.082819,0.000000,0.00090451
2,1002,2.747676,2.720538,32.1262,0.123575,0.082099,0.000000,0.00090451
2,1003,2.229167,2.198753,36.4531,0.123831,0.081436,0.000000,0.00090451
2,1004,2.148317,2.114408,44.3626,0.123758,0.081014,0.000000,0.00090451
2,1063,3.419049,3.345989,90.7616,0.123373,0.080623,0.000000,0.00090451
2,1064,2.235944,2.172430,77.5961,0.122685,0.080378,0.000000,0.00090451
2,1065,3.436480,3.381893,68.4494,0.122183,0.080912,0.000000,0.00090451
2,1066,2.436377,2.405631,35.9492,0.121845,0.080606,0.000000,0.00090451
2,1126,4.241887,4.208864,38.8850,0.121819,0.080159,0.000000,0.00090451
2,1127,3.311195,3.276193,41.4047,0.121939,0.079904,0.000000,0.00090451
2,1128,2.511257,2.482484,34.1830,0.121923,0.079350,0.000000,0.00090451
2,1129,2.898246,2.840120,69.2493,0.121734,0.079078,0.000000,0.00090451
2,1188,2.517715,2.492543,29.2661,0.121260,0.079141,0.000000,0.00090451
2,1189,3.255258,3.223401,37.6001,0.121399,0.079008,0.000000,0.00090451
2,1190,2.993610,2.955417,46.2108,0.120859,0.079193,0.000000,0.00090451
2,1191,3.550387,3.527543,26.2361,0.120620,0.079781,0.000000,0.00090451
2,1251,3.194218,3.169281,28.7673,0.120356,0.079902,0.000000,0.00090451
2,1252,2.785779,2.755833,34.8190,0.119920,0.079629,0.000000,0.00090451
2,1253,2.643546,2.612112,37.2177,0.120207,0.079067,0.000000,0.00090451
2,1254,1.957312,1.929481,32.1107,0.120308,0.078590,0.000000,0.00090451
2,1313,2.124039,2.077394,54.5898,0.120092,0.078179,0.000000,0.00090451
2,1314,3.000473,2.971259,34.0056,0.119890,0.078105,0.000000,0.00090451
2,1315,2.868865,2.836808,38.3132,0.119789,0.078128,0.000000,0.00090451
2,1316,4.781968,4.758689,26.8868,0.119712,0.078624,0.000000,0.00090451
2,1376,4.634738,4.571634,87.8131,0.119807,0.078615,0.000000,0.00090451
2,1377,3.566318,3.520500,56.9284,0.119660,0.078813,0.000000,0.00090451
2,1378,2.803751,2.769156,41.1655,0.119568,0.078948,0.000000,0.00090451
2,1379,3.327379,3.292156,42.3944,0.120042,0.078655,0.000000,0.00090451
2,1438,2.808423,2.780633,32.3289,0.120139,0.078787,0.000000,0.00090451
2,1439,2.259192,2.229382,35.2144,0.119794,0.078683,0.000000,0.00090451
2,1440,1.877059,1.851215,30.1672,0.119829,0.078307,0.000000,0.00090451
2,1441,1.987761,1.964100,27.2771,0.119522,0.077892,0.000000,0.00090451
2,1501,5.514339,5.481733,38.8960,0.119404,0.077657,0.000000,0.00090451
2,1502,2.404556,2.380828,27.6537,0.119256,0.077408,0.000000,0.00090451
2,1503,2.432550,2.384963,56.7478,0.119325,0.077204,0.000000,0.00090451
2,1504,2.937637,2.903800,40.6232,0.119212,0.077044,0.000000,0.00090451
2,1563,3.543762,3.504847,46.8380,0.119097,0.076897,0.000000,0.00090451
2,1564,2.560099,2.525544,41.6766,0.118962,0.077083,0.000000,0.00090451
2,1565,2.309813,2.287798,25.3155,0.118677,0.076991,0.000000,0.00090451
2,1566,1.907343,1.885179,25.8994,0.118351,0.076881,0.000000,0.00090451
2,1626,4.898905,4.858949,47.5763,0.118249,0.076915,0.000000,0.00090451
2,1627,2.386795,2.360460,30.4774,0.118073,0.076876,0.000000,0.00090451
2,1628,4.690386,4.639367,60.6703,0.118079,0.076810,0.000000,0.00090451
2,1629,2.996266,2.968718,32.2831,0.117831,0.076661,0.000000,0.00090451
2,1688,2.481964,2.436627,52.9297,0.117870,0.076278,0.000000,0.00090451
2,1689,2.514304,2.491477,25.7892,0.117546,0.076074,0.000000,0.00090451
2,1690,2.148369,2.117789,35.2224,0.117291,0.075793,0.000000,0.00090451
2,1691,2.670202,2.632227,44.9971,0.116852,0.075683,0.000000,0.00090451
2,1751,1.930532,1.908090,25.6924,0.116565,0.075450,0.000000,0.00090451
2,1752,3.745610,3.708266,44.1919,0.116267,0.075203,0.000000,0.00090451
2,1753,2.646786,2.619202,31.8658,0.116035,0.074960,0.000000,0.00090451
2,1754,2.593111,2.570689,26.7711,0.116114,0.075115,0.000000,0.00090451
2,1813,2.664670,2.639068,29.7329,0.115863,0.074902,0.000000,0.00090451
2,1814,4.428122,4.403192,28.6538,0.115948,0.074717,0.000000,0.00090451
2,1815,2.659023,2.627243,37.1204,0.116134,0.074364,0.000000,0.00090451
2,1816,2.240532,2.215024,29.2387,0.116091,0.074193,0.000000,0.00090451
2,1876,2.391533,2.365713,29.9467,0.115891,0.074046,0.000000,0.00090451
2,1877,2.435889,2.411872,27.8660,0.115731,0.073790,0.000000,0.00090451
2,1878,2.875281,2.846406,33.8333,0.115401,0.073710,0.000000,0.00090451
2,1879,2.334960,2.304487,34.7951,0.115110,0.073620,0.000000,0.00090451
2,1938,2.729910,2.659387,86.3613,0.115456,0.073522,0.000000,0.00090451
2,1939,2.435164,2.382558,61.1407,0.115793,0.073465,0.000000,0.00090451
2,1940,2.125295,2.070908,64.9574,0.116102,0.073343,0.000000,0.00090451
2,1941,3.275953,3.250184,29.5672,0.116174,0.073408,0.000000,0.00090451
2,2001,2.771944,2.743098,33.7030,0.116042,0.073213,0.000000,0.00090451
2,2002,2.721395,2.676484,53.1788,0.115944,0.072927,0.000000,0.00090451
2,2003,1.985688,1.955031,36.4764,0.115732,0.072606,0.000000,0.00090451
2,2004,1.632871,1.591667,47.4140,0.115797,0.072284,0.000000,0.00090451
2,2063,3.387778,3.356403,36.2952,0.115468,0.072041,0.000000,0.00090451
2,2064,2.915422,2.885120,35.6367,0.115161,0.071705,0.000000,0.00090451
2,2065,2.220871,2.197535,26.7637,0.114863,0.071518,0.000000,0.00090451
2,2066,2.622858,2.601453,24.7182,0.114554,0.071490,0.000000,0.00090451
2,2126,2.656258,2.622822,39.3712,0.114430,0.071330,0.000000,0.00090451
2,2127,2.376123,2.341056,42.6710,0.114235,0.071194,0.000000,0.00090451
2,2128,2.036347,2.010639,30.3068,0.113939,0.071041,0.000000,0.00090451
2,2129,1.641783,1.611211,36.6422,0.113655,0.070762,0.000000,0.00090451
2,2188,3.202933,3.172202,36.8299,0.113344,0.070506,0.000000,0.00090451
2,2189,2.688526,2.650707,44.5873,0.113007,0.070365,0.000000,0.00090451
2,2190,2.399097,2.375187,27.3754,0.112721,0.070158,0.000000,0.00090451
2,2191,1.933952,1.907643,31.4565,0.112367,0.069910,0.000000,0.00090451
2,2251,3.081421,3.053637,32.7155,0.112363,0.069806,0.000000,0.00090451
2,2252,3.767450,3.744009,27.1060,0.112393,0.069559,0.000000,0.00090451
2,2253,2.771143,2.727643,51.4078,0.112265,0.069436,0.000000,0.00090451
2,2254,2.580218,2.553911,29.6408,0.111965,0.069893,0.000000,0.00090451
2,2313,5.502476,5.445611,69.1192,0.111744,0.070145,0.000000,0.00090451
2,2314,4.475655,4.429530,55.5320,0.111514,0.070198,0.000000,0.00090451
2,2315,2.907309,2.873688,39.7273,0.111234,0.070151,0.000000,0.00090451
2,2316,4.078685,4.051561,31.6848,0.111172,0.070090,0.000000,0.00090451
2,2376,3.031053,2.985506,54.0239,0.111116,0.070103,0.000000,0.00090451
2,2377,2.585340,2.554766,36.0828,0.110970,0.070166,0.000000,0.00090451
2,2378,2.724454,2.690392,40.3501,0.110828,0.070141,0.000000,0.00090451
2,2379,2.231210,2.209817,24.5327,0.110682,0.069974,0.000000,0.00090451
2,2438,4.274074,4.235051,47.6169,0.110644,0.069805,0.000000,0.00090451
2,2439,3.375887,3.348475,32.0463,0.110567,0.069604,0.000000,0.00090451
